"Day.Mins","Day.Calls","Day.Charge","Eve.Mins","Eve.Calls","Eve.Charge","Night.Mins","Night.Calls","Night.Charge","Intl.Mins","Intl.Calls","Intl.Charge","Id"
254.4,133,43.25,161.7,96,13.74,251.4,91,11.31,10.5,4,2.84,777
127.7,54,21.71,215,105,18.28,234.3,84,10.54,5.8,4,1.57,778
170.5,107,28.99,217.2,77,18.46,225.7,71,10.16,13.6,5,3.67,779
219.1,100,37.25,242.9,90,20.65,168.9,101,7.6,10.1,4,2.73,780
273.5,104,46.5,183.8,68,15.62,153.8,67,6.92,11,9,2.97,781
161.9,138,27.52,200.9,114,17.08,134,134,6.03,10.7,4,2.89,782
241.7,87,41.09,142,101,12.07,288.9,68,13,9.4,4,2.54,783
62.8,124,10.68,170.4,66,14.48,280.2,78,12.61,9.4,4,2.54,784
281.1,83,47.79,143.7,130,12.21,239.4,128,10.77,11.2,9,3.02,785
228.2,70,38.79,263.7,80,22.41,142.6,60,6.42,10.7,5,2.89,786
209.8,82,35.67,194.5,94,16.53,200.4,85,9.02,11.3,3,3.05,787
214.9,97,36.53,117.8,117,10.01,133.7,78,6.02,11.8,2,3.19,789
110.5,79,18.79,223.2,111,18.97,169.5,64,7.63,10.5,3,2.84,790
281.1,88,47.79,198,103,16.83,94.3,76,4.24,7.5,3,2.03,791
137.8,86,23.43,286.3,76,24.34,167,77,7.52,14.1,3,3.81,792
112.8,108,19.18,218.8,120,18.6,240.2,106,10.81,9,3,2.43,794
187.3,118,31.84,239.7,90,20.37,167.5,108,7.54,15.1,2,4.08,795
197,84,33.49,269.3,105,22.89,158.9,105,7.15,10.8,4,2.92,796
180.4,89,30.67,129.4,124,11,166.9,124,7.51,8.4,2,2.27,797
197.1,113,33.51,259.4,95,22.05,134.7,135,6.06,14.6,5,3.94,799
153.7,115,26.13,137.8,146,11.71,213.5,104,9.61,15.9,5,4.29,800
261.3,96,44.42,220.9,101,18.78,179.4,97,8.07,11.3,2,3.05,801
246.2,102,41.85,202.4,134,17.2,180.1,95,8.1,9.4,5,2.54,802
191,88,32.47,318.8,119,27.1,247.3,79,11.13,6.5,4,1.76,803
208.3,86,35.41,253.6,89,21.56,291,86,13.1,12.6,3,3.4,804
253,73,43.01,219.3,78,18.64,210.8,89,9.49,9.8,4,2.65,805
202.3,87,34.39,201.5,111,17.13,101.7,82,4.58,6.8,4,1.84,806
174.4,120,29.65,156.3,98,13.29,136.5,121,6.14,10.2,5,2.75,807
127.1,89,21.61,172.1,116,14.63,194.6,111,8.76,12.1,3,3.27,808
143.5,76,24.4,242.6,58,20.62,147.7,95,6.65,11.3,3,3.05,809
186.9,94,31.77,240,138,20.4,200.9,64,9.04,5.8,3,1.57,810
194,118,32.98,242,114,20.57,146.3,108,6.58,12.1,4,3.27,811
234.8,89,39.92,106.8,131,9.08,178.5,122,8.03,9.9,6,2.67,812
123.7,96,21.03,103,80,8.76,189.4,82,8.52,13.1,4,3.54,813
173.9,103,29.56,276.4,83,23.49,190.8,113,8.59,15.3,5,4.13,814
130.9,115,22.25,203.4,110,17.29,171.7,68,7.73,12.4,4,3.35,815
227.9,78,38.74,207.5,115,17.64,211.7,100,9.53,12.1,5,3.27,817
95.5,92,16.24,163.7,63,13.91,264.2,118,11.89,6.6,6,1.78,818
185.3,127,31.5,208,73,17.68,206.1,124,9.27,15.1,3,4.08,819
146.3,133,24.87,202.7,95,17.23,234.7,103,10.56,13.1,3,3.54,820
184,99,31.28,76.4,134,6.49,185.1,96,8.33,12.7,3,3.43,821
105.8,110,17.99,43.9,88,3.73,189.6,87,8.53,13.1,5,3.54,822
178,110,30.26,153.8,64,13.07,236.6,105,10.65,11.7,4,3.16,823
149.4,74,25.4,123.9,72,10.53,174.3,84,7.84,10.1,6,2.73,824
209.4,104,35.6,132.5,78,11.26,149.4,123,6.72,11.3,3,3.05,825
172.1,105,29.26,211.7,99,17.99,182.2,105,8.2,11.6,6,3.13,826
169.3,82,28.78,217.9,147,18.52,184.2,77,8.29,9.4,9,2.54,827
119.1,117,20.25,287.7,136,24.45,223,100,10.04,12.2,4,3.29,828
194.2,147,33.01,173.4,87,14.74,268.7,114,12.09,5.5,2,1.49,829
198.8,56,33.8,230.1,73,19.56,119.8,81,5.39,9.9,3,2.67,830
202.2,86,34.37,216.8,93,18.43,239.4,99,10.77,11.8,2,3.19,832
216.2,107,36.75,215.6,84,18.33,138.4,127,6.23,10.2,3,2.75,834
76.4,116,12.99,115.6,74,9.83,226.3,94,10.18,9.4,3,2.54,835
72.7,75,12.36,208.6,117,17.73,65.8,71,2.96,9.9,3,2.67,836
210.4,100,35.77,225.5,97,19.17,168.7,120,7.59,9.7,4,2.62,837
127.2,93,21.62,162.9,104,13.85,247.4,109,11.13,8.1,13,2.19,838
201.8,79,34.31,304.9,128,25.92,225.6,133,10.15,11.9,8,3.21,839
219.5,78,37.32,222.1,94,18.88,188.3,92,8.47,16.1,5,4.35,840
99.3,112,16.88,270.5,136,22.99,225.3,94,10.14,9,6,2.43,841
239.2,114,40.66,150,115,12.75,160.8,81,7.24,10.3,2,2.78,842
120.9,58,20.55,235,88,19.98,95.1,130,4.28,11.4,11,3.08,843
224.7,81,38.2,129.4,112,11,167.6,109,7.54,15.8,6,4.27,844
176.6,88,30.02,162.7,66,13.83,215.5,98,9.7,14.6,6,3.94,845
283.9,98,48.26,192,109,16.32,196.3,85,8.83,10,4,2.7,846
125.9,101,21.4,196.4,102,16.69,252.7,75,11.37,10.3,4,2.78,848
237.6,79,40.39,192.4,107,16.35,207.4,111,9.33,9.1,9,2.46,849
198.4,91,33.73,264.7,106,22.5,111.4,101,5.01,9.2,2,2.48,850
274.3,110,46.63,52.9,109,4.5,246.1,119,11.07,10.9,5,2.94,851
217.7,91,37.01,273.5,74,23.25,226.9,99,10.21,9.6,3,2.59,853
134.7,96,22.9,235.9,90,20.05,260.2,113,11.71,7.6,6,2.05,854
212.7,73,36.16,257.5,103,21.89,227.8,119,10.25,9.7,13,2.62,855
256.3,135,43.57,180.2,106,15.32,187.3,135,8.43,6.2,7,1.67,856
183.6,133,31.21,120.7,98,10.26,215.1,112,9.68,12.7,2,3.43,857
176.2,90,29.95,196,115,16.66,263.9,95,11.88,9.2,4,2.48,858
205,94,34.85,165.4,103,14.06,185,81,8.32,11.7,8,3.16,859
179.2,111,30.46,175.2,130,14.89,228.6,92,10.29,9.9,6,2.67,861
149.4,145,25.4,196.5,105,16.7,209.5,108,9.43,14.9,3,4.02,862
163.6,132,27.81,146.7,113,12.47,345.8,115,15.56,13.1,3,3.54,863
207.6,71,35.29,152.7,94,12.98,217.8,125,9.8,12.4,13,3.35,864
165.4,108,28.12,183.7,103,15.61,80.2,108,3.61,8.9,4,2.4,865
209.8,114,35.67,171.3,82,14.56,154.6,119,6.96,9.9,9,2.67,866
220.1,128,37.42,268.2,133,22.8,146.5,80,6.59,11.1,3,3,867
141.3,72,24.02,154.3,95,13.12,210.6,91,9.48,8.2,5,2.21,868
196.5,89,33.41,241.3,123,20.51,143.2,105,6.44,4,7,1.08,869
180.9,114,30.75,209.5,118,17.81,249.9,105,11.25,7.4,4,2,870
105,150,17.85,251.6,90,21.39,258,93,11.61,14.9,5,4.02,871
206.7,79,35.14,174.6,122,14.84,241.5,80,10.87,10.9,3,2.94,873
166.8,109,28.36,236,117,20.06,307.6,77,13.84,9.3,1,2.51,874
204.9,107,34.83,135.2,102,11.49,208.2,106,9.37,10.4,3,2.81,875
154.6,128,26.28,245.6,106,20.88,148.6,90,6.69,9.1,4,2.46,876
127,107,21.59,323.2,75,27.47,143.9,127,6.48,7.5,2,2.03,877
267.4,78,45.46,204.2,85,17.36,111.7,146,5.03,5.9,4,1.59,878
281,66,47.77,160.6,108,13.65,77.9,74,3.51,0,0,0,879
270.8,96,46.04,220.4,110,18.73,169.9,104,7.65,11.8,8,3.19,880
171.2,82,29.1,185.6,102,15.78,203.3,64,9.15,10.2,7,2.75,881
124.1,82,21.1,202.6,120,17.22,289.6,119,13.03,6.7,8,1.81,882
162.8,113,27.68,290.3,111,24.68,114.9,140,5.17,7.2,3,1.94,883
146.3,84,24.87,255.9,113,21.75,45,117,2.03,8,12,2.16,884
254.8,85,43.32,143.4,80,12.19,153.9,102,6.93,15,7,4.05,885
254.9,108,43.33,243.2,135,20.67,190.8,95,8.59,5.4,3,1.46,886
107.7,124,18.31,188.9,104,16.06,196.2,98,8.83,8.9,3,2.4,887
158.8,75,27,264.8,91,22.51,270,77,12.15,7.6,7,2.05,888
182.9,113,31.09,239.6,85,20.37,229.8,104,10.34,5.5,4,1.49,889
198.5,112,33.75,42.5,90,3.61,179.2,124,8.06,12.4,5,3.35,890
178.4,72,30.33,233.6,134,19.86,179.4,91,8.07,12,2,3.24,891
110.9,91,18.85,158.5,115,13.47,207.5,131,9.34,6.2,5,1.67,892
244.8,91,41.62,60.8,105,5.17,176.7,110,7.95,10.7,3,2.89,894
165.3,118,28.1,210,101,17.85,187.2,93,8.42,8.5,3,2.3,896
126.7,113,21.54,155.5,131,13.22,206.2,112,9.28,14.4,7,3.89,897
215.9,106,36.7,200.6,107,17.05,195.4,107,8.79,15.5,7,4.19,898
140.1,132,23.82,209.6,126,17.82,264.1,77,11.88,8,2,2.16,899
209.9,113,35.68,249.8,104,21.23,224.2,92,10.09,8.7,7,2.35,900
139.8,114,23.77,138.2,91,11.75,221,88,9.95,5.5,6,1.49,901
166.6,61,28.32,218.8,107,18.6,208.3,131,9.37,8.2,6,2.21,903
214.2,90,36.41,196.8,78,16.73,157.9,112,7.11,5.9,8,1.59,904
213,95,36.21,188.8,104,16.05,136.2,89,6.13,13.5,3,3.65,907
118.1,83,20.08,109.6,72,9.32,245.5,73,11.05,16.9,2,4.56,908
190.2,89,32.33,166.4,108,14.14,219.8,73,9.89,15,4,4.05,909
82.2,95,13.97,163.3,109,13.88,264.9,104,11.92,5.1,6,1.38,910
163.8,80,27.85,177.8,123,15.11,190.4,106,8.57,8.1,5,2.19,911
159.8,91,27.17,120.4,86,10.23,163,93,7.34,10.6,3,2.86,913
214.3,129,36.43,289.8,55,24.63,312.5,130,14.06,10.6,4,2.86,914
101.2,122,17.2,141.6,87,12.04,198.5,124,8.93,7.5,3,2.03,916
102.8,74,17.48,281.7,125,23.94,228.1,113,10.26,13.2,5,3.56,917
109.1,97,18.55,115.7,96,9.83,295.8,84,13.31,8.3,6,2.24,918
215.9,67,36.7,217,108,18.45,342.8,130,15.43,5.2,2,1.4,919
203.4,110,34.58,128.7,97,10.94,190.5,113,8.57,11,4,2.97,920
110.1,113,18.72,169,59,14.37,166.7,94,7.5,9.2,2,2.48,921
111,51,18.87,219.8,84,18.68,202,89,9.09,4.4,14,1.19,922
239.9,121,40.78,142.3,51,12.1,364.3,106,16.39,9.3,5,2.51,923
144.8,107,24.62,112.5,66,9.56,218.7,79,9.84,13.8,3,3.73,924
135.4,134,23.02,205.9,85,17.5,204,103,9.18,7.9,4,2.13,925
84.2,134,14.31,80.8,103,6.87,196.1,79,8.82,10.8,2,2.92,926
209.1,127,35.55,106.1,80,9.02,179.6,90,8.08,14,6,3.78,927
130.1,117,22.12,196,61,16.66,139.3,123,6.27,11.4,5,3.08,928
175.8,139,29.89,155,98,13.18,180.7,64,8.13,7.8,5,2.11,929
241.9,104,41.12,145.2,112,12.34,214.5,105,9.65,6.6,5,1.78,930
136.7,106,23.24,228.6,105,19.43,265.3,114,11.94,9.8,4,2.65,931
67.7,68,11.51,195.7,86,16.63,236.5,137,10.64,12,2,3.24,932
200.4,87,34.07,309.2,105,26.28,152.1,118,6.84,10,2,2.7,933
128.2,87,21.79,133.2,105,11.32,177.6,123,7.99,11.2,2,3.02,935
226.3,88,38.47,223,107,18.96,255.6,92,11.5,13,3,3.51,936
162.3,107,27.59,233.9,115,19.88,277.4,94,12.48,9.2,4,2.48,937
224.4,121,38.15,147.9,97,12.57,183.8,74,8.27,6.7,2,1.81,938
120.5,127,20.49,189.7,52,16.12,270.1,107,12.15,14.3,2,3.86,939
91.1,90,15.49,179.3,115,15.24,300.7,89,13.53,11.9,8,3.21,940
168.8,137,28.7,241.4,107,20.52,204.8,106,9.22,15.5,4,4.19,941
153.5,81,26.1,287.3,115,24.42,230.2,85,10.36,6.5,5,1.76,942
226.2,88,38.45,140.3,114,11.93,208.9,110,9.4,6.4,2,1.73,943
191.9,107,32.62,206.9,127,17.59,272,88,12.24,12.6,2,3.4,944
180,88,30.6,145,77,12.33,233.7,120,10.52,11.5,6,3.11,946
174.4,75,29.65,169.9,80,14.44,201.6,130,9.07,11,4,2.97,948
159.7,83,27.15,155.4,121,13.21,255.7,114,11.51,8.4,3,2.27,949
237.2,124,40.32,222.6,87,18.92,173.3,81,7.8,11,3,2.97,950
103,129,17.51,242.3,103,20.6,170.2,89,7.66,7.9,3,2.13,951
153.8,89,26.15,234,89,19.89,196.3,77,8.83,11.6,2,3.13,952
205.1,86,34.87,160.5,95,13.64,149.5,142,6.73,10.7,2,2.89,953
175.7,93,29.87,187.2,94,15.91,225.5,118,10.15,8.6,3,2.32,954
155.9,123,26.5,224.2,112,19.06,221,116,9.95,8.6,8,2.32,955
154.4,109,26.25,221.4,142,18.82,208.5,103,9.38,10.3,5,2.78,956
209.7,73,35.65,183.6,63,15.61,205.5,111,9.25,7.1,3,1.92,957
150,69,25.5,285.9,73,24.3,190.6,121,8.58,9.4,15,2.54,958
232.4,97,39.51,186,88,15.81,190.5,128,8.57,12.3,3,3.32,959
165.4,100,28.12,115.7,87,9.83,193.8,118,8.72,12.8,5,3.46,960
199.2,106,33.86,187.3,12,15.92,214,85,9.63,13.3,3,3.59,961
217.6,81,36.99,320.5,51,27.24,150.7,110,6.78,4.2,3,1.13,962
212.1,95,36.06,150.1,88,12.76,219.8,111,9.89,7.7,2,2.08,963
154,75,26.18,165.8,97,14.09,270,83,12.15,10.8,5,2.92,964
193.8,130,32.95,202.6,98,17.22,191.2,102,8.6,13.3,2,3.59,965
175.4,130,29.82,248.1,105,21.09,122.4,85,5.51,12.2,4,3.29,966
230.2,147,39.13,186.7,121,15.87,128.4,100,5.78,9.2,3,2.48,968
190.2,68,32.33,262.2,64,22.29,130,92,5.85,8.8,4,2.38,970
176.4,122,29.99,224.9,123,19.12,219.6,50,9.88,11.5,1,3.11,971
160.9,95,27.35,251.2,65,21.35,273.4,97,12.3,5,5,1.35,972
228.7,90,38.88,163,99,13.86,154.1,90,6.93,11.8,3,3.19,973
144,90,24.48,181.6,100,15.44,128.1,93,5.76,12.3,2,3.32,974
135.9,90,23.1,271,84,23.04,179.1,89,8.06,9.5,7,2.57,975
130.5,77,22.19,131.2,117,11.15,264.7,63,11.91,13,6,3.51,977
105.4,70,17.92,214.8,122,18.26,223.6,126,10.06,7.8,5,2.11,980
188.9,94,32.11,203.9,104,17.33,151.8,124,6.83,11.6,8,3.13,981
111.8,85,19.01,239.6,102,20.37,268.3,81,12.07,6.9,4,1.86,982
159.1,106,27.05,149.8,101,12.73,213.4,108,9.6,13,18,3.51,983
212.4,105,36.11,224.6,118,19.09,221.3,105,9.96,9,4,2.43,984
142.3,112,24.19,306.3,111,26.04,196.5,82,8.84,9.9,1,2.67,985
113.9,102,19.36,145.3,146,12.35,195.2,137,8.78,11.8,9,3.19,987
171.4,117,29.14,115.2,128,9.79,224.5,115,10.1,17,4,4.59,989
275.4,150,46.82,187.5,62,15.94,147.1,126,6.62,13.6,3,3.67,990
197.2,118,33.52,249.9,70,21.24,298.9,104,13.45,3.9,2,1.05,991
192.6,97,32.74,135.2,101,11.49,216.2,101,9.73,7.9,2,2.13,992
91.7,104,15.59,150.6,119,12.8,63.3,103,2.85,7.7,5,2.08,993
126.3,99,21.47,141.6,106,12.04,255.9,96,11.52,9.6,2,2.59,994
251.5,107,42.76,234.1,110,19.9,213.4,87,9.6,10.4,6,2.81,995
190.6,108,32.4,152.3,95,12.95,144.7,97,6.51,7.5,5,2.03,996
116.1,101,19.74,201.8,99,17.15,181.9,103,8.19,11.6,5,3.13,997
217.3,91,36.94,216.1,95,18.37,148.1,76,6.66,11.3,3,3.05,998
179.4,80,30.5,232.5,99,19.76,175.8,105,7.91,14.7,3,3.97,999
207.7,109,35.31,164.8,94,14.01,54.5,91,2.45,7.9,3,2.13,1000
125.3,84,21.3,167.6,121,14.25,260.6,94,11.73,8.4,4,2.27,1002
138.1,91,23.48,167.3,72,14.22,238.9,115,10.75,6.8,3,1.84,1003
169.3,88,28.78,225.9,97,19.2,172,86,7.74,8.2,3,2.21,1004
201.3,101,34.22,143.8,89,12.22,150.2,127,6.76,12.3,3,3.32,1005
216.7,117,36.84,116.5,126,9.9,220,110,9.9,9.8,4,2.65,1006
190.4,92,32.37,317.5,85,26.99,133.4,113,6,8.3,4,2.24,1007
143.3,91,24.36,195.5,58,16.62,223.3,95,10.05,6,7,1.62,1008
97.4,57,16.56,203.6,98,17.31,173.9,124,7.83,11.4,2,3.08,1009
181.4,111,30.84,167.7,92,14.25,168.5,122,7.58,11.3,3,3.05,1010
246.4,83,41.89,256.2,101,21.78,169,151,7.61,3.8,4,1.03,1011
143.4,130,24.38,289.4,50,24.6,194,100,8.73,9.7,6,2.62,1012
104.9,111,17.83,198.5,120,16.87,258.2,91,11.62,8,5,2.16,1013
156.2,93,26.55,193,54,16.41,222.7,94,10.02,13.1,5,3.54,1014
114.8,125,19.52,81.9,126,6.96,304.3,101,13.69,12,4,3.24,1015
232.5,96,39.53,205.5,120,17.47,213.7,91,9.62,11.9,2,3.21,1016
143.6,117,24.41,152.4,108,12.95,194.4,110,8.75,8.6,3,2.32,1017
176.7,132,30.04,244.1,80,20.75,176.3,120,7.93,9.1,4,2.46,1018
146.4,74,24.89,148.5,92,12.62,216.7,96,9.75,11.3,3,3.05,1020
145,72,24.65,194.5,157,16.53,242.3,138,10.9,14.2,3,3.83,1021
167.8,91,28.53,167.7,69,14.25,110.3,71,4.96,8.4,12,2.27,1022
166.9,99,28.37,154.9,97,13.17,189.4,89,8.52,7.2,5,1.94,1023
142.5,87,24.23,195.7,88,16.63,122.1,117,5.49,7.8,8,2.11,1024
133,65,22.61,262.8,93,22.34,214.3,128,9.64,11.2,3,3.02,1025
252.9,129,42.99,284.3,88,24.17,262.8,99,11.83,12.3,1,3.32,1026
95,94,16.15,291.2,73,24.75,159.6,114,7.18,10,2,2.7,1027
222.8,114,37.88,215.9,113,18.35,223.5,122,10.06,0,0,0,1029
201.8,82,34.31,231.5,95,19.68,226.1,130,10.17,16.5,5,4.46,1030
146.3,108,24.87,171.8,102,14.6,167.5,66,7.54,5.3,9,1.43,1032
234.8,85,39.92,140.9,91,11.98,204.3,93,9.19,9.5,5,2.57,1033
198.6,111,33.76,213.9,115,18.18,171.2,105,7.7,10.6,6,2.86,1034
94.4,80,16.05,215.1,101,18.28,179.7,108,8.09,13.1,9,3.54,1035
190.4,74,32.37,215.6,113,18.33,161.2,111,7.25,10,1,2.7,1036
142.6,77,24.24,208.2,126,17.7,171,102,7.69,12,2,3.24,1037
134.2,80,22.81,165,71,14.03,173.1,102,7.79,10.7,5,2.89,1038
122.8,89,20.88,211.3,104,17.96,261.4,91,11.76,10.7,2,2.89,1040
189.3,77,32.18,220.9,105,18.78,238.7,117,10.74,9.2,5,2.48,1041
240.4,112,40.87,201.8,102,17.15,206.1,112,9.27,16.1,6,4.35,1042
93.5,112,15.9,183.4,128,15.59,240.7,133,10.83,9.9,3,2.67,1043
158.6,104,26.96,211.2,77,17.95,179.3,104,8.07,10.2,8,2.75,1044
243.2,109,41.34,147,88,12.5,94.9,99,4.27,7.2,4,1.94,1045
176.4,115,29.99,158.8,128,13.5,306.6,107,13.8,9.3,3,2.51,1046
220.9,129,37.55,242.2,108,20.59,233.3,75,10.5,6.4,5,1.73,1047
144.4,87,24.55,266.5,128,22.65,217.6,59,9.79,7.1,7,1.92,1048
212.3,107,36.09,228.4,103,19.41,163.3,116,7.35,7.7,3,2.08,1049
147,72,24.99,165.7,102,14.08,243.2,107,10.94,8.4,9,2.27,1050
96.2,112,16.35,178.9,70,15.21,182.1,84,8.19,12.9,10,3.48,1051
263.4,118,44.78,179.1,69,15.22,214.7,112,9.66,10.3,2,2.78,1052
12.5,67,2.13,256.6,90,21.81,169.4,88,7.62,7.7,9,2.08,1053
162.3,116,27.59,192.4,86,16.35,240.6,100,10.83,10.1,3,2.73,1054
183.6,107,31.21,58.6,118,4.98,202.6,99,9.12,8.7,3,2.35,1055
178.1,109,30.28,146.5,86,12.45,137.6,78,6.19,8.5,2,2.3,1056
201.4,101,34.24,97.6,122,8.3,202.5,119,9.11,7,3,1.89,1057
123,158,20.91,133.9,119,11.38,138.2,103,6.22,13.3,4,3.59,1058
208,125,35.36,198.9,76,16.91,76.4,97,3.44,8.6,6,2.32,1059
239.2,72,40.66,188.5,124,16.02,105.6,116,4.75,8.8,3,2.38,1060
193,97,32.81,89.8,99,7.63,172.8,104,7.78,15.3,3,4.13,1061
174.5,101,29.67,245.6,105,20.88,172.8,76,7.78,10.3,9,2.78,1062
116.7,71,19.84,145.9,88,12.4,175.1,103,7.88,9.9,3,2.67,1063
93.8,127,15.95,150,104,12.75,241.1,116,10.85,10.7,2,2.89,1064
154.1,114,26.2,118.7,106,10.09,258.4,105,11.63,12.9,3,3.48,1065
239.5,82,40.72,203.8,105,17.32,167.8,70,7.55,9.9,6,2.67,1066
216,140,36.72,224.1,69,19.05,267.9,112,12.06,11.8,4,3.19,1067
187.4,97,31.86,177.8,89,15.11,233.4,97,10.5,12.2,6,3.29,1068
167.4,119,28.46,233.2,143,19.82,109.6,115,4.93,10.3,5,2.78,1069
160.4,108,27.27,218.1,88,18.54,192.9,115,8.68,12.5,4,3.38,1070
143.2,92,24.34,209.1,142,17.77,173,96,7.79,11.9,9,3.21,1071
205.3,122,34.9,240.5,155,20.44,179.1,107,8.06,5,9,1.35,1072
219.1,88,37.25,151.5,99,12.88,50.1,60,2.25,14.3,6,3.86,1073
143.2,77,24.34,169.8,114,14.43,215.8,77,9.71,7.6,4,2.05,1074
232.8,106,39.58,175.2,97,14.89,212.2,77,9.55,12.5,7,3.38,1075
162,81,27.54,247.5,89,21.04,155.5,99,7,8.9,8,2.4,1076
25.9,119,4.4,206.5,96,17.55,228.1,64,10.26,6.5,7,1.76,1077
209.9,112,35.68,221.3,82,18.81,210,93,9.45,8.2,3,2.21,1080
191.5,88,32.56,175.2,78,14.89,220.3,118,9.91,0,0,0,1081
291.1,150,49.49,226.7,123,19.27,219.1,67,9.86,7.5,2,2.03,1082
215.6,115,36.65,216.2,85,18.38,171.3,65,7.71,11.8,1,3.19,1083
208.8,101,35.5,213.7,87,18.16,175.1,86,7.88,12.4,6,3.35,1084
255.9,97,43.5,204.1,129,17.35,171.3,84,7.71,12.3,5,3.32,1085
252.7,97,42.96,221.1,121,18.79,109.9,100,4.95,12.4,4,3.35,1086
132.1,72,22.46,247.5,107,21.04,246.2,123,11.08,6.9,6,1.86,1087
217,115,36.89,207,142,17.6,268,106,12.06,8.2,4,2.21,1088
101.9,79,17.32,223.1,97,18.96,241.6,77,10.87,12.9,2,3.48,1089
211.5,100,35.96,184.6,88,15.69,164.3,131,7.39,13.3,4,3.59,1090
153.4,86,26.08,198.5,81,16.87,164.4,83,7.4,10.4,3,2.81,1091
166.3,95,28.27,239.3,87,20.34,123.2,108,5.54,10,3,2.7,1092
185.2,87,31.48,170.4,96,14.48,165.1,104,7.43,9.5,13,2.57,1093
104.6,121,17.78,149.5,71,12.71,255.1,67,11.48,6.5,8,1.76,1094
245.2,105,41.68,159,109,13.52,229.9,74,10.35,7.2,8,1.94,1095
274.4,120,46.65,198.6,82,16.88,160.8,62,7.24,6,3,1.62,1096
98.4,78,16.73,249.6,129,21.22,248.2,114,11.17,14.2,4,3.83,1097
279.9,121,47.58,223.1,109,18.96,251.7,94,11.33,13,2,3.51,1098
187.2,127,31.82,195.6,88,16.63,181.8,129,8.18,5.1,4,1.38,1099
276.2,95,46.95,165.8,119,14.09,151.6,79,6.82,2.2,4,0.59,1100
200.4,104,34.07,272.8,89,23.19,214.5,100,9.65,8.3,4,2.24,1101
162.3,96,27.59,244,122,20.74,180.1,89,8.1,9.1,4,2.46,1102
165.5,78,28.14,205.5,89,17.47,213.6,124,9.61,12.2,6,3.29,1104
217.8,93,37.03,189.7,113,16.12,182.6,91,8.22,10.4,5,2.81,1105
190.5,115,32.39,179.6,130,15.27,258.5,89,11.63,10.1,5,2.73,1107
179.9,97,30.58,189.2,89,16.08,164.3,76,7.39,12.8,7,3.46,1108
235.9,104,40.1,80.6,91,6.85,212.8,116,9.58,5.8,2,1.57,1109
140.4,112,23.87,187.1,60,15.9,207.9,155,9.36,7.9,1,2.13,1110
144.6,115,24.58,258.8,66,22,253.2,113,11.39,7.4,9,2,1111
189,100,32.13,118.5,99,10.07,248.1,87,11.16,17.1,6,4.62,1112
101,93,17.17,155.6,104,13.23,304.4,93,13.7,13.3,2,3.59,1113
206.3,98,35.07,292.8,82,24.89,43.7,121,1.97,10.6,4,2.86,1114
165.1,85,28.07,267,93,22.7,250.7,114,11.28,10.9,4,2.94,1115
155.9,95,26.5,256.1,97,21.77,262.9,103,11.83,11.7,3,3.16,1117
199.2,122,33.86,214.7,114,18.25,150.9,105,6.79,11.8,7,3.19,1118
155.3,116,26.4,188.2,85,16,247,73,11.12,12.3,4,3.32,1119
208.3,106,35.41,236.7,123,20.12,179.1,120,8.06,11.3,5,3.05,1120
157.1,79,26.71,162.6,124,13.82,150,138,6.75,12.1,6,3.27,1121
131.5,98,22.36,230.2,111,19.57,283.7,87,12.77,10,3,2.7,1124
166.4,85,28.29,243.2,135,20.67,229.2,95,10.31,9.9,5,2.67,1125
142.3,75,24.19,122.8,106,10.44,229.5,94,10.33,12.8,9,3.46,1126
87.7,103,14.91,223,86,18.96,182.3,112,8.2,7.3,4,1.97,1127
184.1,78,31.3,194.5,71,16.53,225.6,101,10.15,16.9,3,4.56,1128
174.5,104,29.67,224.2,92,19.06,116.3,91,5.23,12.3,10,3.32,1129
103.3,103,17.56,138.5,79,11.77,164.8,98,7.42,9,2,2.43,1130
35.1,62,5.97,180.8,89,15.37,251.6,58,11.32,12.7,2,3.43,1131
246.6,94,41.92,141.4,112,12.02,189.8,109,8.54,13,5,3.51,1132
78.5,109,13.35,210.5,101,17.89,179.7,102,8.09,11.8,4,3.19,1133
206.2,84,35.05,256.4,138,21.79,117.1,91,5.27,9,3,2.43,1135
251.6,87,42.77,197.6,118,16.8,209.2,97,9.41,12.2,3,3.29,1136
156.6,97,26.62,224.2,97,19.06,260.9,135,11.74,11.3,1,3.05,1138
139.4,81,23.7,223.7,113,19.01,173.1,77,7.79,13.6,6,3.67,1139
220.2,108,37.43,188.4,124,16.01,172.7,113,7.77,11.7,3,3.16,1140
214.1,108,36.4,169.2,115,14.38,189.7,117,8.54,10.1,3,2.73,1141
196,74,33.32,213.4,96,18.14,196.8,81,8.86,7.9,6,2.13,1142
179.4,113,30.5,275.4,100,23.41,246.1,105,11.07,10,5,2.7,1144
216.7,30,36.84,144.3,125,12.27,135.3,106,6.09,10.8,1,2.92,1145
177.3,129,30.14,152.8,105,12.99,162.9,92,7.33,5.1,2,1.38,1146
151.6,117,25.77,219.4,87,18.65,224.7,68,10.11,4,5,1.08,1147
262.2,123,44.57,165.2,82,14.04,194.3,57,8.74,10.6,5,2.86,1148
173.6,110,29.51,91.7,84,7.79,211.7,103,9.53,9.7,7,2.62,1149
106.6,76,18.12,147.4,89,12.53,235.8,113,10.61,9.6,8,2.59,1150
217.2,94,36.92,138.7,52,11.79,139.3,85,6.27,11.3,4,3.05,1152
209.5,89,35.62,172.8,85,14.69,94.1,102,4.23,8.8,4,2.38,1153
