"fecha","cp","tipo","transacciones","importe","importetotal","mes"
"2015-07-28",48014,"foodsme",8,23.34,186.72,7
"2015-07-29",48001,"restaurant",64,87.34,5589.76,7
"2015-07-29",48001,"beauty",23,78,1794,7
"2015-07-29",48001,"pharmacy",20,24.34,486.8,7
"2015-07-29",48001,"fashionsme",19,157.08,2984.52,7
"2015-07-29",48001,"foodsme",12,27.55,330.6,7
"2015-07-29",48002,"beauty",3,51.39,154.17,7
"2015-07-29",48002,"pharmacy",3,7.95,23.85,7
"2015-07-29",48002,"restaurant",2,11.75,23.5,7
"2015-07-29",48002,"foodsme",2,13.32,26.64,7
"2015-07-29",48003,"restaurant",10,76.97,769.7,7
"2015-07-29",48003,"beauty",8,66.82,534.56,7
"2015-07-29",48003,"pharmacy",5,39.57,197.85,7
"2015-07-29",48003,"fashionsme",2,23.7,47.4,7
"2015-07-29",48004,"pharmacy",27,30.59,825.93,7
"2015-07-29",48004,"fashionsme",14,50.58,708.12,7
"2015-07-29",48004,"beauty",12,59.89,718.68,7
"2015-07-29",48004,"foodsme",8,40.05,320.4,7
"2015-07-29",48004,"restaurant",6,34.91,209.46,7
"2015-07-29",48005,"fashionsme",56,75.35,4219.6,7
"2015-07-29",48005,"restaurant",17,36.42,619.14,7
"2015-07-29",48005,"foodsme",16,34.95,559.2,7
"2015-07-29",48005,"beauty",9,32.48,292.32,7
"2015-07-29",48005,"pharmacy",7,49.89,349.23,7
"2015-07-29",48006,"beauty",12,50.7,608.4,7
"2015-07-29",48006,"pharmacy",9,31.76,285.84,7
"2015-07-29",48006,"fashionsme",9,92.69,834.21,7
"2015-07-29",48006,"restaurant",2,47.6,95.2,7
"2015-07-29",48006,"foodsme",1,111.74,111.74,7
"2015-07-29",48007,"pharmacy",17,32.07,545.19,7
"2015-07-29",48007,"foodsme",12,18.55,222.6,7
"2015-07-29",48007,"beauty",12,32.96,395.52,7
"2015-07-29",48007,"fashionsme",9,116.66,1049.94,7
"2015-07-29",48007,"restaurant",1,190.88,190.88,7
"2015-07-29",48008,"fashionsme",54,69.31,3742.74,7
"2015-07-29",48008,"restaurant",52,38.58,2006.16,7
"2015-07-29",48008,"pharmacy",23,39.25,902.75,7
"2015-07-29",48008,"beauty",10,44,440,7
"2015-07-29",48008,"foodsme",10,45.05,450.5,7
"2015-07-29",48009,"fashionsme",93,115.46,10737.78,7
"2015-07-29",48009,"restaurant",81,83.92,6797.52,7
"2015-07-29",48009,"beauty",47,84.05,3950.35,7
"2015-07-29",48009,"foodsme",18,28.33,509.94,7
"2015-07-29",48009,"pharmacy",14,70.47,986.58,7
"2015-07-29",48010,"beauty",45,45.25,2036.25,7
"2015-07-29",48010,"foodsme",18,30.67,552.06,7
"2015-07-29",48010,"restaurant",16,41.77,668.32,7
"2015-07-29",48010,"pharmacy",14,24.99,349.86,7
"2015-07-29",48010,"fashionsme",12,34.29,411.48,7
"2015-07-29",48011,"fashionsme",106,64.26,6811.56,7
"2015-07-29",48011,"restaurant",31,46.5,1441.5,7
"2015-07-29",48011,"beauty",24,66.36,1592.64,7
"2015-07-29",48011,"pharmacy",21,28.13,590.73,7
"2015-07-29",48011,"foodsme",3,24.74,74.22,7
"2015-07-29",48012,"beauty",10,51.93,519.3,7
"2015-07-29",48012,"fashionsme",9,22.82,205.38,7
"2015-07-29",48012,"pharmacy",8,31.9,255.2,7
"2015-07-29",48012,"foodsme",7,21.47,150.29,7
"2015-07-29",48012,"restaurant",5,54.89,274.45,7
"2015-07-29",48013,"beauty",15,75.28,1129.2,7
"2015-07-29",48013,"restaurant",11,56.49,621.39,7
"2015-07-29",48013,"pharmacy",11,30.48,335.28,7
"2015-07-29",48013,"fashionsme",8,40.46,323.68,7
"2015-07-29",48013,"foodsme",7,70.07,490.49,7
"2015-07-29",48014,"beauty",29,58.03,1682.87,7
"2015-07-29",48014,"pharmacy",28,38.9,1089.2,7
"2015-07-29",48014,"foodsme",19,18.4,349.6,7
"2015-07-29",48014,"fashionsme",14,75.61,1058.54,7
"2015-07-29",48014,"restaurant",12,27.85,334.2,7
"2015-07-30",48001,"restaurant",44,69.51,3058.44,7
"2015-07-30",48001,"fashionsme",23,34.74,799.02,7
"2015-07-30",48001,"beauty",23,97.22,2236.06,7
"2015-07-30",48001,"pharmacy",19,27.77,527.63,7
"2015-07-30",48001,"foodsme",5,45.51,227.55,7
"2015-07-30",48002,"beauty",14,36.07,504.98,7
"2015-07-30",48002,"pharmacy",6,67.68,406.08,7
"2015-07-30",48002,"foodsme",3,66.87,200.61,7
"2015-07-30",48002,"fashionsme",3,101.6,304.8,7
"2015-07-30",48003,"pharmacy",16,25.01,400.16,7
"2015-07-30",48003,"restaurant",6,41.93,251.58,7
"2015-07-30",48003,"foodsme",6,36.83,220.98,7
"2015-07-30",48003,"beauty",5,24.2,121,7
"2015-07-30",48003,"fashionsme",2,67.79,135.58,7
"2015-07-30",48004,"pharmacy",26,40.41,1050.66,7
"2015-07-30",48004,"beauty",25,56.41,1410.25,7
"2015-07-30",48004,"fashionsme",20,57.61,1152.2,7
"2015-07-30",48004,"foodsme",14,34.44,482.16,7
"2015-07-30",48004,"restaurant",4,38.86,155.44,7
"2015-07-30",48005,"fashionsme",69,43.8,3022.2,7
"2015-07-30",48005,"foodsme",28,37.51,1050.28,7
"2015-07-30",48005,"restaurant",22,58.31,1282.82,7
"2015-07-30",48005,"beauty",12,64.68,776.16,7
"2015-07-30",48005,"pharmacy",8,27.78,222.24,7
"2015-07-30",48006,"pharmacy",14,26.91,376.74,7
"2015-07-30",48006,"fashionsme",9,53.61,482.49,7
"2015-07-30",48006,"beauty",6,36.08,216.48,7
"2015-07-30",48006,"foodsme",4,30.17,120.68,7
"2015-07-30",48006,"restaurant",1,65.1,65.1,7
"2015-07-30",48007,"beauty",14,36.98,517.72,7
"2015-07-30",48007,"pharmacy",13,28.83,374.79,7
"2015-07-30",48007,"fashionsme",13,44.3,575.9,7
"2015-07-30",48007,"restaurant",8,41.64,333.12,7
"2015-07-30",48007,"foodsme",6,14.48,86.88,7
"2015-07-30",48008,"fashionsme",48,56.48,2711.04,7
"2015-07-30",48008,"pharmacy",38,47.06,1788.28,7
"2015-07-30",48008,"restaurant",36,43.88,1579.68,7
"2015-07-30",48008,"beauty",12,40.64,487.68,7
"2015-07-30",48008,"foodsme",3,20.92,62.76,7
"2015-07-30",48009,"fashionsme",88,63.01,5544.88,7
"2015-07-30",48009,"restaurant",59,65.33,3854.47,7
"2015-07-30",48009,"beauty",34,52.78,1794.52,7
"2015-07-30",48009,"foodsme",31,26.09,808.79,7
"2015-07-30",48009,"pharmacy",22,28.05,617.1,7
"2015-07-30",48010,"beauty",56,49.59,2777.04,7
"2015-07-30",48010,"foodsme",32,36.36,1163.52,7
"2015-07-30",48010,"pharmacy",18,24.31,437.58,7
"2015-07-30",48010,"fashionsme",17,59.08,1004.36,7
"2015-07-30",48010,"restaurant",15,44.9,673.5,7
"2015-07-30",48011,"fashionsme",105,75.71,7949.55,7
"2015-07-30",48011,"restaurant",38,58.59,2226.42,7
"2015-07-30",48011,"pharmacy",28,35.06,981.68,7
"2015-07-30",48011,"beauty",17,71.67,1218.39,7
"2015-07-30",48011,"foodsme",4,39.94,159.76,7
"2015-07-30",48013,"beauty",24,45.86,1100.64,7
"2015-07-30",48013,"restaurant",15,31.03,465.45,7
"2015-07-30",48013,"pharmacy",13,47.59,618.67,7
"2015-07-30",48013,"foodsme",10,30.56,305.6,7
"2015-07-30",48013,"fashionsme",9,81.42,732.78,7
"2015-07-30",48014,"foodsme",31,30.64,949.84,7
"2015-07-30",48014,"pharmacy",25,70.29,1757.25,7
"2015-07-30",48014,"beauty",17,41.94,712.98,7
"2015-07-30",48014,"fashionsme",14,76.95,1077.3,7
"2015-07-30",48014,"restaurant",10,16.85,168.5,7
"2015-07-31",48002,"foodsme",1,32.49,32.49,7
"2015-07-31",48003,"restaurant",8,117.9,943.2,7
"2015-07-31",48003,"pharmacy",3,15.22,45.66,7
"2015-07-31",48003,"foodsme",1,54.9,54.9,7
"2015-07-31",48004,"restaurant",2,78.7,157.4,7
"2015-07-31",48005,"restaurant",28,60.37,1690.36,7
"2015-07-31",48005,"pharmacy",4,15.07,60.28,7
"2015-07-31",48005,"foodsme",2,21.74,43.48,7
"2015-07-31",48005,"fashionsme",1,45,45,7
"2015-07-31",48008,"restaurant",26,60.18,1564.68,7
"2015-07-31",48008,"pharmacy",8,25.04,200.32,7
"2015-07-31",48008,"fashionsme",4,20.98,83.92,7
"2015-07-31",48010,"restaurant",12,108.59,1303.08,7
"2015-07-31",48010,"fashionsme",2,22.15,44.3,7
"2015-07-31",48010,"beauty",2,69,138,7
"2015-07-31",48010,"foodsme",1,30,30,7
"2015-07-31",48012,"restaurant",6,43.12,258.72,7
"2015-07-31",48012,"fashionsme",5,21.67,108.35,7
"2015-07-31",48012,"pharmacy",4,49.17,196.68,7
"2015-07-31",48012,"foodsme",1,12.5,12.5,7
"2015-07-31",48013,"restaurant",14,105.37,1475.18,7
"2015-07-31",48013,"beauty",1,29.7,29.7,7
"2015-07-31",48014,"restaurant",4,31.71,126.84,7
"2015-07-31",48014,"pharmacy",2,19.35,38.7,7
"2015-08-01",48002,"beauty",4,43.18,172.72,8
"2015-08-01",48002,"restaurant",3,50.53,151.59,8
"2015-08-01",48002,"foodsme",2,77.74,155.48,8
"2015-08-01",48003,"restaurant",13,96.59,1255.67,8
"2015-08-01",48003,"foodsme",2,21.49,42.98,8
"2015-08-01",48003,"beauty",1,19,19,8
"2015-08-01",48003,"pharmacy",1,66.98,66.98,8
"2015-08-01",48004,"fashionsme",9,120.06,1080.54,8
"2015-08-01",48004,"restaurant",4,55.85,223.4,8
"2015-08-01",48004,"foodsme",4,20.19,80.76,8
"2015-08-01",48004,"beauty",4,40.95,163.8,8
"2015-08-01",48004,"pharmacy",2,20.84,41.68,8
"2015-08-01",48005,"fashionsme",55,47.73,2625.15,8
"2015-08-01",48005,"restaurant",32,50.5,1616,8
"2015-08-01",48005,"foodsme",20,47.15,943,8
"2015-08-01",48005,"pharmacy",10,33.37,333.7,8
"2015-08-01",48006,"fashionsme",5,48.35,241.75,8
"2015-08-01",48006,"pharmacy",2,14.76,29.52,8
"2015-08-01",48006,"restaurant",2,85,170,8
"2015-08-01",48006,"foodsme",1,26.82,26.82,8
"2015-08-01",48006,"beauty",1,52.95,52.95,8
"2015-08-01",48008,"restaurant",35,48.8,1708,8
"2015-08-01",48008,"fashionsme",26,94.03,2444.78,8
"2015-08-01",48008,"pharmacy",9,47.11,423.99,8
"2015-08-01",48008,"beauty",3,28.97,86.91,8
"2015-08-01",48008,"foodsme",2,10.07,20.14,8
"2015-08-01",48009,"fashionsme",51,109.79,5599.29,8
"2015-08-01",48009,"restaurant",31,98.03,3038.93,8
"2015-08-01",48009,"beauty",9,53.3,479.7,8
"2015-08-01",48009,"foodsme",8,26.78,214.24,8
"2015-08-01",48010,"restaurant",11,81.9,900.9,8
"2015-08-01",48010,"foodsme",6,20.87,125.22,8
"2015-08-01",48010,"beauty",5,39.61,198.05,8
"2015-08-01",48010,"fashionsme",4,67.65,270.6,8
"2015-08-01",48010,"pharmacy",2,41.27,82.54,8
"2015-08-01",48011,"fashionsme",77,79.55,6125.35,8
"2015-08-01",48011,"restaurant",19,49.11,933.09,8
"2015-08-01",48011,"beauty",11,51.41,565.51,8
"2015-08-01",48011,"pharmacy",10,31.18,311.8,8
"2015-08-01",48013,"beauty",9,44.64,401.76,8
"2015-08-01",48013,"restaurant",5,62.4,312,8
"2015-08-01",48013,"foodsme",3,21.56,64.68,8
"2015-08-01",48013,"fashionsme",3,556.67,1670.01,8
"2015-08-01",48014,"foodsme",17,22.73,386.41,8
"2015-08-01",48014,"fashionsme",12,86.43,1037.16,8
"2015-08-01",48014,"beauty",10,59.27,592.7,8
"2015-08-01",48014,"restaurant",7,31.93,223.51,8
"2015-08-01",48014,"pharmacy",2,13.65,27.3,8
"2015-08-01",48015,"foodsme",9,28.29,254.61,8
"2015-08-01",48015,"beauty",9,31.31,281.79,8
"2015-08-01",48015,"pharmacy",5,14.46,72.3,8
"2015-08-01",48015,"restaurant",3,297.39,892.17,8
"2015-08-02",48008,"restaurant",14,47.19,660.66,8
"2015-08-02",48008,"pharmacy",4,24.42,97.68,8
"2015-08-02",48010,"restaurant",13,73.78,959.14,8
"2015-08-02",48010,"foodsme",1,83.84,83.84,8
"2015-08-02",48011,"restaurant",17,63.9,1086.3,8
"2015-08-02",48011,"pharmacy",3,14.82,44.46,8
"2015-08-02",48012,"pharmacy",2,22.54,45.08,8
"2015-08-02",48012,"restaurant",2,12.9,25.8,8
"2015-08-02",48012,"fashionsme",2,54.97,109.94,8
"2015-08-02",48012,"foodsme",1,32.01,32.01,8
"2015-08-02",48013,"restaurant",6,30.95,185.7,8
"2015-08-02",48013,"foodsme",2,32.73,65.46,8
"2015-08-03",48001,"restaurant",41,43.85,1797.85,8
"2015-08-03",48001,"fashionsme",20,129.37,2587.4,8
"2015-08-03",48001,"pharmacy",10,46.94,469.4,8
"2015-08-03",48001,"beauty",9,50.35,453.15,8
"2015-08-03",48001,"foodsme",6,28.5,171,8
"2015-08-03",48002,"beauty",4,36.5,146,8
"2015-08-03",48002,"fashionsme",3,60.33,180.99,8
"2015-08-03",48002,"pharmacy",2,20.89,41.78,8
"2015-08-03",48002,"foodsme",1,13.6,13.6,8
"2015-08-03",48003,"pharmacy",9,33.35,300.15,8
"2015-08-03",48003,"foodsme",2,23.96,47.92,8
"2015-08-03",48003,"restaurant",1,48.5,48.5,8
"2015-08-03",48003,"beauty",1,39,39,8
"2015-08-03",48004,"fashionsme",19,51.2,972.8,8
"2015-08-03",48004,"pharmacy",14,45.4,635.6,8
"2015-08-03",48004,"beauty",11,40.69,447.59,8
"2015-08-03",48004,"foodsme",7,19.17,134.19,8
"2015-08-03",48004,"restaurant",2,16,32,8
"2015-08-03",48005,"fashionsme",60,58.79,3527.4,8
"2015-08-03",48005,"restaurant",23,44.41,1021.43,8
"2015-08-03",48005,"foodsme",16,27.94,447.04,8
"2015-08-03",48005,"pharmacy",8,34.08,272.64,8
"2015-08-03",48005,"beauty",3,64.1,192.3,8
"2015-08-03",48006,"pharmacy",9,39.41,354.69,8
"2015-08-03",48006,"fashionsme",6,42.08,252.48,8
"2015-08-03",48006,"beauty",1,14.4,14.4,8
"2015-08-03",48008,"fashionsme",46,59.82,2751.72,8
"2015-08-03",48008,"pharmacy",27,34.5,931.5,8
"2015-08-03",48008,"restaurant",21,37.75,792.75,8
"2015-08-03",48008,"beauty",9,45.25,407.25,8
"2015-08-03",48008,"foodsme",2,23.1,46.2,8
"2015-08-03",48010,"fashionsme",17,50.57,859.69,8
"2015-08-03",48010,"beauty",14,55.6,778.4,8
"2015-08-03",48010,"restaurant",9,118.24,1064.16,8
"2015-08-03",48010,"pharmacy",8,20.4,163.2,8
"2015-08-03",48010,"foodsme",4,72.81,291.24,8
"2015-08-03",48011,"fashionsme",76,66.93,5086.68,8
"2015-08-03",48011,"restaurant",21,61.06,1282.26,8
"2015-08-03",48011,"pharmacy",17,32.37,550.29,8
"2015-08-03",48011,"beauty",7,65.37,457.59,8
"2015-08-03",48011,"foodsme",2,34.68,69.36,8
"2015-08-03",48013,"pharmacy",18,39.36,708.48,8
"2015-08-03",48013,"restaurant",9,78.66,707.94,8
"2015-08-03",48013,"foodsme",5,26.16,130.8,8
"2015-08-03",48013,"beauty",4,33.35,133.4,8
"2015-08-03",48013,"fashionsme",4,66.59,266.36,8
"2015-08-03",48014,"pharmacy",17,31.04,527.68,8
"2015-08-03",48014,"foodsme",16,23.66,378.56,8
"2015-08-03",48014,"fashionsme",14,56.02,784.28,8
"2015-08-03",48014,"beauty",13,65.53,851.89,8
"2015-08-03",48014,"restaurant",9,29.75,267.75,8
"2015-08-04",48001,"restaurant",38,67.31,2557.78,8
"2015-08-04",48001,"fashionsme",20,87.67,1753.4,8
"2015-08-04",48001,"beauty",17,92.53,1573.01,8
"2015-08-04",48001,"pharmacy",12,38.5,462,8
"2015-08-04",48001,"foodsme",3,23.88,71.64,8
"2015-08-04",48002,"pharmacy",7,45.93,321.51,8
"2015-08-04",48002,"beauty",4,24.77,99.08,8
"2015-08-04",48002,"fashionsme",1,45,45,8
"2015-08-04",48002,"restaurant",1,15,15,8
"2015-08-04",48003,"pharmacy",12,54.05,648.6,8
"2015-08-04",48003,"restaurant",7,53.36,373.52,8
"2015-08-04",48003,"beauty",7,39.87,279.09,8
"2015-08-04",48003,"foodsme",1,14.35,14.35,8
"2015-08-04",48004,"pharmacy",19,27.76,527.44,8
"2015-08-04",48004,"beauty",14,39.92,558.88,8
"2015-08-04",48004,"fashionsme",13,65.05,845.65,8
"2015-08-04",48004,"foodsme",5,17.16,85.8,8
"2015-08-04",48005,"fashionsme",74,57.01,4218.74,8
"2015-08-04",48005,"restaurant",32,56.55,1809.6,8
"2015-08-04",48005,"foodsme",14,26.18,366.52,8
"2015-08-04",48005,"beauty",10,49.44,494.4,8
"2015-08-04",48005,"pharmacy",5,21.32,106.6,8
"2015-08-04",48006,"pharmacy",9,30,270,8
"2015-08-04",48006,"fashionsme",6,62.53,375.18,8
"2015-08-04",48006,"beauty",4,56.76,227.04,8
"2015-08-04",48006,"foodsme",1,19.98,19.98,8
"2015-08-04",48007,"foodsme",13,14.38,186.94,8
"2015-08-04",48007,"fashionsme",12,78.82,945.84,8
"2015-08-04",48007,"pharmacy",11,41.74,459.14,8
"2015-08-04",48007,"beauty",8,20.71,165.68,8
"2015-08-04",48007,"restaurant",3,29.04,87.12,8
"2015-08-04",48008,"fashionsme",43,58.42,2512.06,8
"2015-08-04",48008,"restaurant",25,45.48,1137,8
"2015-08-04",48008,"pharmacy",15,35.35,530.25,8
"2015-08-04",48008,"beauty",7,79.77,558.39,8
"2015-08-04",48008,"foodsme",3,36.58,109.74,8
"2015-08-04",48010,"beauty",23,57.96,1333.08,8
"2015-08-04",48010,"fashionsme",13,68.02,884.26,8
"2015-08-04",48010,"restaurant",12,70.56,846.72,8
"2015-08-04",48010,"pharmacy",11,30.95,340.45,8
"2015-08-04",48010,"foodsme",5,22.24,111.2,8
"2015-08-04",48011,"fashionsme",94,60.91,5725.54,8
"2015-08-04",48011,"restaurant",30,48.86,1465.8,8
"2015-08-04",48011,"pharmacy",17,39.28,667.76,8
"2015-08-04",48011,"beauty",11,96.26,1058.86,8
"2015-08-04",48011,"foodsme",3,33.98,101.94,8
"2015-08-04",48012,"pharmacy",11,22.82,251.02,8
"2015-08-04",48012,"fashionsme",9,58.23,524.07,8
"2015-08-04",48012,"foodsme",7,24.67,172.69,8
"2015-08-04",48012,"beauty",4,37.01,148.04,8
"2015-08-04",48012,"restaurant",2,39.61,79.22,8
"2015-08-04",48013,"beauty",12,62.76,753.12,8
"2015-08-04",48013,"restaurant",11,62.52,687.72,8
"2015-08-04",48013,"fashionsme",11,86.71,953.81,8
"2015-08-04",48013,"pharmacy",8,13.79,110.32,8
"2015-08-04",48013,"foodsme",6,25.2,151.2,8
"2015-08-04",48014,"pharmacy",17,34.68,589.56,8
"2015-08-04",48014,"beauty",16,62.09,993.44,8
"2015-08-04",48014,"fashionsme",14,84.54,1183.56,8
"2015-08-04",48014,"foodsme",11,15.46,170.06,8
"2015-08-04",48014,"restaurant",7,25.62,179.34,8
"2015-08-05",48001,"restaurant",36,74.33,2675.88,8
"2015-08-05",48001,"fashionsme",10,50.63,506.3,8
"2015-08-05",48001,"beauty",10,75.13,751.3,8
"2015-08-05",48001,"pharmacy",7,25.7,179.9,8
"2015-08-05",48001,"foodsme",2,29.95,59.9,8
"2015-08-05",48002,"pharmacy",6,33.27,199.62,8
"2015-08-05",48002,"beauty",2,30.43,60.86,8
"2015-08-05",48002,"restaurant",1,33.5,33.5,8
"2015-08-05",48003,"restaurant",9,52.4,471.6,8
"2015-08-05",48003,"pharmacy",4,19.18,76.72,8
"2015-08-05",48003,"fashionsme",3,21.95,65.85,8
"2015-08-05",48003,"foodsme",2,55.44,110.88,8
"2015-08-05",48003,"beauty",1,74,74,8
"2015-08-05",48004,"pharmacy",19,40.94,777.86,8
"2015-08-05",48004,"beauty",15,70.88,1063.2,8
"2015-08-05",48004,"fashionsme",12,50.3,603.6,8
"2015-08-05",48004,"restaurant",3,33.5,100.5,8
"2015-08-05",48004,"foodsme",2,11.78,23.56,8
"2015-08-05",48005,"fashionsme",63,60.69,3823.47,8
"2015-08-05",48005,"foodsme",29,49.89,1446.81,8
"2015-08-05",48005,"restaurant",24,48.71,1169.04,8
"2015-08-05",48005,"pharmacy",7,16.68,116.76,8
"2015-08-05",48005,"beauty",3,32.77,98.31,8
"2015-08-05",48006,"fashionsme",12,41.35,496.2,8
"2015-08-05",48006,"pharmacy",10,30.25,302.5,8
"2015-08-05",48006,"restaurant",3,20,60,8
"2015-08-05",48006,"beauty",3,70.33,210.99,8
"2015-08-05",48007,"fashionsme",15,53.59,803.85,8
"2015-08-05",48007,"pharmacy",9,25.79,232.11,8
"2015-08-05",48007,"foodsme",6,27.94,167.64,8
"2015-08-05",48007,"beauty",6,40.3,241.8,8
"2015-08-05",48007,"restaurant",4,40.93,163.72,8
"2015-08-05",48008,"fashionsme",42,55.38,2325.96,8
"2015-08-05",48008,"restaurant",38,38.29,1455.02,8
"2015-08-05",48008,"pharmacy",14,19.5,273,8
"2015-08-05",48008,"beauty",6,76.95,461.7,8
"2015-08-05",48008,"foodsme",4,96.78,387.12,8
"2015-08-05",48010,"beauty",28,46.72,1308.16,8
"2015-08-05",48010,"restaurant",17,35.77,608.09,8
"2015-08-05",48010,"pharmacy",11,21.37,235.07,8
"2015-08-05",48010,"fashionsme",9,46.21,415.89,8
"2015-08-05",48010,"foodsme",3,41.65,124.95,8
"2015-08-05",48011,"fashionsme",97,77.14,7482.58,8
"2015-08-05",48011,"restaurant",26,54.68,1421.68,8
"2015-08-05",48011,"pharmacy",21,26.85,563.85,8
"2015-08-05",48011,"beauty",9,47.96,431.64,8
"2015-08-05",48012,"fashionsme",8,36.39,291.12,8
"2015-08-05",48012,"pharmacy",7,41.13,287.91,8
"2015-08-05",48012,"foodsme",6,25.62,153.72,8
"2015-08-05",48012,"beauty",6,31.16,186.96,8
"2015-08-05",48012,"restaurant",1,13.9,13.9,8
"2015-08-05",48013,"fashionsme",9,97.48,877.32,8
"2015-08-05",48013,"beauty",7,54.99,384.93,8
"2015-08-05",48013,"restaurant",7,43.46,304.22,8
"2015-08-05",48013,"pharmacy",6,33.21,199.26,8
"2015-08-05",48014,"pharmacy",22,27.66,608.52,8
"2015-08-05",48014,"beauty",18,60.71,1092.78,8
"2015-08-05",48014,"foodsme",10,28.5,285,8
"2015-08-05",48014,"restaurant",8,27.79,222.32,8
"2015-08-05",48014,"fashionsme",4,34.81,139.24,8
"2015-08-06",48001,"restaurant",48,54.88,2634.24,8
"2015-08-06",48001,"fashionsme",16,37.22,595.52,8
"2015-08-06",48001,"beauty",11,59.17,650.87,8
"2015-08-06",48001,"pharmacy",9,20.56,185.04,8
"2015-08-06",48001,"foodsme",4,47.38,189.52,8
"2015-08-06",48002,"restaurant",1,24.15,24.15,8
"2015-08-06",48002,"foodsme",1,11.63,11.63,8
"2015-08-06",48003,"pharmacy",10,23.5,235,8
"2015-08-06",48003,"beauty",7,27.61,193.27,8
"2015-08-06",48003,"restaurant",6,46.05,276.3,8
"2015-08-06",48003,"foodsme",3,41.22,123.66,8
"2015-08-06",48004,"pharmacy",17,44.15,750.55,8
"2015-08-06",48004,"beauty",16,53.69,859.04,8
"2015-08-06",48004,"fashionsme",10,56.64,566.4,8
"2015-08-06",48004,"foodsme",5,26.63,133.15,8
"2015-08-06",48005,"fashionsme",59,53.25,3141.75,8
"2015-08-06",48005,"restaurant",29,50.73,1471.17,8
"2015-08-06",48005,"foodsme",14,50.47,706.58,8
"2015-08-06",48005,"pharmacy",13,27.93,363.09,8
"2015-08-06",48005,"beauty",7,64.95,454.65,8
"2015-08-06",48006,"fashionsme",12,43.2,518.4,8
"2015-08-06",48006,"pharmacy",7,25.01,175.07,8
"2015-08-06",48006,"beauty",3,52.33,156.99,8
"2015-08-06",48006,"restaurant",1,21.1,21.1,8
"2015-08-06",48007,"pharmacy",23,37.08,852.84,8
"2015-08-06",48007,"beauty",13,40.92,531.96,8
"2015-08-06",48007,"fashionsme",10,52.56,525.6,8
"2015-08-06",48007,"restaurant",5,34.73,173.65,8
"2015-08-06",48007,"foodsme",5,20.18,100.9,8
"2015-08-06",48008,"fashionsme",42,47.13,1979.46,8
"2015-08-06",48008,"restaurant",30,35.71,1071.3,8
"2015-08-06",48008,"pharmacy",17,35.99,611.83,8
"2015-08-06",48008,"beauty",7,50.67,354.69,8
"2015-08-06",48008,"foodsme",1,76.5,76.5,8
"2015-08-06",48010,"beauty",25,59.37,1484.25,8
"2015-08-06",48010,"foodsme",22,34.94,768.68,8
"2015-08-06",48010,"restaurant",12,76.88,922.56,8
"2015-08-06",48010,"fashionsme",11,67.19,739.09,8
"2015-08-06",48010,"pharmacy",8,35.93,287.44,8
"2015-08-06",48011,"fashionsme",87,188.56,16404.72,8
"2015-08-06",48011,"restaurant",21,48.35,1015.35,8
"2015-08-06",48011,"beauty",11,53.99,593.89,8
"2015-08-06",48011,"pharmacy",8,20.48,163.84,8
"2015-08-06",48011,"foodsme",3,23.61,70.83,8
"2015-08-06",48012,"fashionsme",12,22.97,275.64,8
"2015-08-06",48012,"pharmacy",11,29.1,320.1,8
"2015-08-06",48012,"beauty",6,58.79,352.74,8
"2015-08-06",48012,"foodsme",2,51.99,103.98,8
"2015-08-06",48012,"restaurant",2,163.15,326.3,8
"2015-08-06",48013,"restaurant",13,64.32,836.16,8
"2015-08-06",48013,"pharmacy",13,34.31,446.03,8
"2015-08-06",48013,"beauty",9,67.53,607.77,8
"2015-08-06",48013,"fashionsme",7,94.04,658.28,8
"2015-08-06",48013,"foodsme",2,18.93,37.86,8
"2015-08-06",48014,"pharmacy",29,33.09,959.61,8
"2015-08-06",48014,"foodsme",20,35.18,703.6,8
"2015-08-06",48014,"beauty",16,76.69,1227.04,8
"2015-08-06",48014,"fashionsme",11,82.01,902.11,8
"2015-08-06",48014,"restaurant",10,19.52,195.2,8
"2015-08-07",48002,"beauty",6,54.56,327.36,8
"2015-08-07",48002,"fashionsme",5,49.18,245.9,8
"2015-08-07",48002,"restaurant",2,25.65,51.3,8
"2015-08-07",48002,"pharmacy",1,85.55,85.55,8
"2015-08-07",48002,"foodsme",1,21.6,21.6,8
"2015-08-07",48003,"beauty",9,37.02,333.18,8
"2015-08-07",48003,"pharmacy",9,27.22,244.98,8
"2015-08-07",48003,"restaurant",4,42.06,168.24,8
"2015-08-07",48003,"foodsme",2,38.33,76.66,8
"2015-08-07",48004,"beauty",25,44.31,1107.75,8
"2015-08-07",48004,"fashionsme",11,57.56,633.16,8
"2015-08-07",48004,"pharmacy",9,40.66,365.94,8
"2015-08-07",48004,"foodsme",5,35.07,175.35,8
"2015-08-07",48004,"restaurant",2,22.75,45.5,8
"2015-08-07",48005,"fashionsme",56,67.85,3799.6,8
"2015-08-07",48005,"restaurant",27,68.31,1844.37,8
"2015-08-07",48005,"foodsme",20,37.66,753.2,8
"2015-08-07",48005,"pharmacy",8,33.01,264.08,8
"2015-08-07",48005,"beauty",2,44.75,89.5,8
"2015-08-07",48006,"fashionsme",9,36.29,326.61,8
"2015-08-07",48006,"pharmacy",5,24.74,123.7,8
"2015-08-07",48006,"foodsme",2,15.93,31.86,8
"2015-08-07",48006,"beauty",2,73,146,8
"2015-08-07",48006,"restaurant",1,20,20,8
"2015-08-07",48007,"pharmacy",13,25.45,330.85,8
"2015-08-07",48007,"beauty",10,67.09,670.9,8
