Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,X1stFlrSF,X2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,X3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Crisis,Reforma
757,60,RL,68.0,10769,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007.0,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,20.0,Unf,0.0,846.0,866.0,GasA,Ex,Y,SBrkr,866.0,902.0,0.0,1768.0,0,0,2,1,3,1,Gd,7,Typ,0,,Attchd,2007.0,RFn,2,578.0,TA,TA,Y,144.0,105.0,0.0,0.0,0.0,0,,,,0,4,2009,WD,Normal,212000,Burbuja,2
758,60,RL,,11616,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978.0,1978,Hip,CompShg,HdBoard,HdBoard,BrkCmn,328.0,TA,TA,CBlock,TA,TA,Mn,Rec,438.0,Unf,0.0,234.0,672.0,GasA,TA,Y,SBrkr,672.0,714.0,0.0,1386.0,0,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1978.0,Fin,2,440.0,TA,TA,Y,335.0,0.0,0.0,0.0,0.0,0,,GdPrv,,0,4,2010,WD,Abnorml,158900,Burbuja,32
759,160,FV,,2280,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999.0,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,360.0,TA,TA,PConc,Gd,TA,No,ALQ,549.0,Unf,0.0,195.0,744.0,GasA,Gd,Y,SBrkr,757.0,744.0,0.0,1501.0,0,0,2,1,3,1,TA,6,Typ,0,,Detchd,1999.0,Unf,2,440.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0,,,,0,8,2008,WD,Normal,179400,Burbuja,9
760,60,RL,65.0,12257,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995.0,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,,Gd,TA,PConc,Gd,TA,Av,LwQ,56.0,ALQ,,1198.0,1318.0,GasA,Ex,Y,SBrkr,1328.0,1203.0,0.0,2531.0,0,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1995.0,RFn,3,752.0,TA,TA,Y,222.0,98.0,0.0,0.0,0.0,0,,,,0,11,2007,WD,Normal,290000,Crisis,12
761,20,RL,70.0,9100,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959.0,1959,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,612.0,Unf,0.0,252.0,864.0,GasA,Ex,Y,SBrkr,864.0,0.0,0.0,864.0,0,0,1,0,2,1,TA,5,Typ,0,,Detchd,2008.0,Unf,1,300.0,Ex,Ex,Y,0.0,0.0,0.0,0.0,0.0,0,,,Shed,450,10,2009,WD,Normal,127500,Burbuja,50
762,30,RM,60.0,6911,Pave,,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,5,5,1924.0,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,Mn,LwQ,405.0,Unf,0.0,740.0,1145.0,GasA,TA,Y,SBrkr,1301.0,0.0,0.0,1301.0,0,0,1,0,2,1,Fa,5,Min1,0,,Detchd,1965.0,Unf,2,440.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0,,,,0,10,2009,WD,Normal,100000,Burbuja,59
763,60,FV,72.0,8640,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009.0,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,24.0,Unf,0.0,732.0,756.0,GasA,Ex,Y,SBrkr,764.0,783.0,0.0,1547.0,0,0,2,1,3,1,Gd,7,Typ,0,,Attchd,2009.0,Unf,2,614.0,TA,TA,Y,169.0,45.0,0.0,0.0,0.0,0,,,,0,6,2010,Con,Normal,215200,Burbuja,1
764,60,RL,82.0,9430,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1999.0,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,,Gd,TA,PConc,Gd,TA,Mn,GLQ,1163.0,Unf,0.0,89.0,1252.0,GasA,Ex,Y,SBrkr,1268.0,1097.0,0.0,2365.0,1,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,1999.0,RFn,3,856.0,TA,TA,Y,0.0,128.0,0.0,0.0,,0,,,,0,7,2009,WD,Normal,337000,Burbuja,10
765,120,RL,30.0,9549,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1995.0,1996,Hip,CompShg,BrkFace,BrkFace,None,0.0,Gd,Gd,PConc,Gd,Gd,Av,LwQ,437.0,GLQ,,0.0,1494.0,GasA,Ex,Y,SBrkr,1494.0,0.0,0.0,1494.0,1,0,1,1,2,1,Ex,6,Typ,1,Gd,Attchd,1995.0,Fin,2,481.0,TA,TA,Y,0.0,30.0,0.0,0.0,,0,,,,0,4,2006,WD,Normal,270000,Crisis,10
766,20,RL,75.0,14587,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2008.0,2008,Gable,CompShg,VinylSd,VinylSd,Stone,284.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1498.0,1498.0,GasA,Ex,Y,SBrkr,1506.0,0.0,0.0,1506.0,0,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2008.0,Fin,2,592.0,TA,TA,Y,0.0,,0.0,0.0,0.0,0,,,,0,8,2008,New,Partial,264132,Burbuja,0
767,60,RL,80.0,10421,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1988.0,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,42.0,TA,TA,CBlock,Gd,TA,No,GLQ,394.0,Unf,0.0,586.0,980.0,GasA,TA,Y,SBrkr,980.0,734.0,0.0,1714.0,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1988.0,Unf,2,496.0,TA,TA,Y,228.0,66.0,,0.0,0.0,0,,MnPrv,Shed,500,3,2010,WD,Normal,196500,Burbuja,22
768,50,RL,75.0,12508,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,6,7,1940.0,1985,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,660.0,Unf,0.0,323.0,983.0,GasA,Ex,Y,SBrkr,983.0,767.0,0.0,1750.0,1,0,2,0,4,1,TA,7,Mod,0,,Attchd,1989.0,Unf,1,423.0,TA,TA,Y,245.0,0.0,,0.0,0.0,0,,,Shed,1300,7,2008,WD,Normal,160000,Burbuja,23
769,20,RL,70.0,9100,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004.0,2005,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,24.0,Unf,0.0,,1860.0,GasA,Ex,Y,SBrkr,1836.0,0.0,0.0,1836.0,0,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2004.0,Fin,2,484.0,TA,TA,Y,120.0,33.0,0.0,0.0,0.0,0,,,,0,10,2006,WD,Normal,216837,Crisis,1
770,60,RL,47.0,53504,Pave,,IR2,HLS,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,2Story,8,5,2003.0,2003,Hip,CompShg,CemntBd,Wd Shng,BrkFace,,Ex,TA,PConc,Gd,TA,Gd,ALQ,1416.0,Unf,0.0,234.0,1650.0,GasA,Ex,Y,SBrkr,1690.0,1589.0,0.0,,1,0,3,1,4,1,Ex,12,Mod,1,Gd,BuiltIn,2003.0,Fin,3,841.0,TA,TA,Y,,36.0,0.0,0.0,,0,,,,0,6,2010,WD,Normal,538000,Burbuja,7
771,85,RL,,7252,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1982.0,1982,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,685.0,Unf,0.0,173.0,858.0,GasA,TA,Y,SBrkr,858.0,0.0,0.0,858.0,1,0,1,0,2,1,TA,5,Typ,0,,Detchd,1983.0,Unf,2,576.0,TA,TA,Y,120.0,0.0,0.0,0.0,0.0,0,,,,0,4,2009,WD,Normal,134900,Burbuja,27
772,20,RL,67.0,8877,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1951.0,1951,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Fa,Fa,No,LwQ,836.0,Unf,0.0,0.0,836.0,GasA,TA,Y,FuseF,1220.0,0.0,0.0,1220.0,0,0,1,0,2,1,TA,6,Typ,0,,Detchd,1951.0,Unf,2,396.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0,,,,0,4,2006,COD,Normal,102000,Crisis,55
773,80,RL,94.0,7819,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,5,1976.0,1976,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,422.0,BLQ,,480.0,1029.0,GasA,TA,Y,SBrkr,1117.0,0.0,0.0,1117.0,1,0,1,0,3,1,TA,6,Typ,1,TA,Detchd,1976.0,Unf,2,672.0,TA,TA,Y,144.0,0.0,0.0,0.0,0.0,0,,MnPrv,,0,3,2010,WD,Abnorml,107000,Burbuja,34
774,20,RL,70.0,10150,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958.0,1958,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,TA,CBlock,TA,TA,No,Rec,456.0,Unf,0.0,456.0,912.0,GasA,Ex,Y,FuseA,912.0,0.0,0.0,912.0,0,0,1,0,2,1,TA,5,Typ,0,,Attchd,1958.0,RFn,1,275.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0,,,,0,7,2007,COD,Normal,114500,Crisis,49
775,20,RL,110.0,14226,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006.0,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,375.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,,1935.0,GasA,Gd,Y,SBrkr,1973.0,0.0,0.0,1973.0,0,0,2,0,3,1,Gd,9,Typ,1,Gd,Attchd,2006.0,Fin,3,895.0,TA,TA,Y,315.0,45.0,0.0,0.0,0.0,0,,,,0,7,2007,New,Partial,395000,Crisis,1
776,120,RM,32.0,4500,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998.0,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,320.0,TA,TA,PConc,Ex,TA,No,GLQ,866.0,Unf,0.0,338.0,1204.0,GasA,Ex,Y,SBrkr,1204.0,0.0,0.0,1204.0,1,0,2,0,2,1,TA,5,Typ,0,,Attchd,1998.0,Fin,2,412.0,TA,TA,Y,0.0,,0.0,0.0,0.0,0,,,,0,6,2009,WD,Normal,162000,Burbuja,11
777,20,RL,86.0,11210,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005.0,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,240.0,Gd,TA,PConc,Gd,TA,Av,GLQ,20.0,Unf,0.0,1594.0,1614.0,GasA,Ex,Y,SBrkr,1614.0,0.0,0.0,1614.0,0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2005.0,RFn,3,865.0,TA,TA,Y,144.0,59.0,0.0,0.0,0.0,0,,,,0,7,2006,New,Partial,221500,Crisis,0
778,20,RL,100.0,13350,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1974.0,1974,Hip,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,762.0,Unf,0.0,102.0,864.0,GasA,TA,Y,SBrkr,894.0,0.0,0.0,894.0,1,0,1,0,3,1,TA,5,Typ,1,Fa,Attchd,1974.0,Unf,2,440.0,TA,TA,Y,241.0,0.0,0.0,0.0,0.0,0,,MnPrv,,0,6,2006,WD,Normal,142500,Crisis,32
779,90,RH,60.0,8400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,1Story,5,5,1977.0,1977,Gable,CompShg,Plywood,Plywood,BrkFace,320.0,TA,TA,Slab,,,,,0.0,,0.0,0.0,,GasA,TA,Y,SBrkr,2020.0,0.0,0.0,2020.0,0,0,2,0,4,2,TA,10,Typ,2,TA,Detchd,1977.0,Unf,2,630.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0,,,,0,10,2007,WD,Normal,144000,Crisis,30
780,90,RL,78.0,10530,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,6,5,1977.0,1977,Gable,CompShg,Plywood,ImStucc,BrkFace,90.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,975.0,Unf,0.0,0.0,975.0,GasA,TA,Y,SBrkr,1004.0,0.0,0.0,1004.0,1,0,1,0,2,1,TA,4,Typ,0,,Attchd,1977.0,Unf,2,504.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0,,,,0,5,2006,WD,Normal,135000,Crisis,29
781,20,RL,63.0,7875,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1995.0,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,38.0,TA,TA,PConc,Gd,Gd,No,Unf,0.0,Unf,0.0,1237.0,1237.0,GasA,Gd,Y,SBrkr,1253.0,0.0,0.0,1253.0,0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1995.0,Fin,2,402.0,TA,TA,Y,220.0,21.0,0.0,0.0,0.0,0,,,,0,6,2007,WD,Normal,176000,Crisis,11
782,60,RL,65.0,7153,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992.0,1992,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Gd,TA,No,ALQ,387.0,Unf,0.0,374.0,761.0,GasA,Ex,Y,SBrkr,810.0,793.0,0.0,1603.0,0,0,2,1,3,1,Gd,7,Typ,0,,Attchd,1992.0,RFn,2,484.0,TA,TA,Y,0.0,124.0,0.0,0.0,0.0,0,,,,0,7,2006,WD,Normal,175900,Crisis,14
783,20,RL,67.0,16285,Pave,,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001.0,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1413.0,1413.0,GasA,Ex,Y,SBrkr,1430.0,0.0,0.0,1430.0,0,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2001.0,RFn,2,605.0,TA,TA,Y,0.0,33.0,0.0,0.0,0.0,0,,,,0,6,2009,WD,Normal,187100,Burbuja,7
784,85,RL,,9101,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1978.0,1978,Gable,CompShg,Plywood,Plywood,BrkFace,104.0,TA,Gd,PConc,Gd,TA,Av,GLQ,1097.0,Unf,0.0,0.0,1097.0,GasA,Ex,Y,SBrkr,1110.0,0.0,0.0,1110.0,1,0,1,0,1,1,Gd,4,Typ,1,TA,Attchd,1978.0,Fin,2,602.0,TA,TA,Y,303.0,30.0,0.0,0.0,0.0,0,,,,0,7,2009,WD,Normal,165500,Burbuja,31
785,75,RM,35.0,6300,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,6,1914.0,2001,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,742.0,742.0,GasA,Ex,Y,SBrkr,742.0,742.0,0.0,1484.0,0,0,2,0,3,1,TA,9,Typ,1,Gd,,,,0,0.0,,,Y,0.0,,,0.0,0.0,0,,,,0,6,2008,WD,Normal,128000,Burbuja,7
786,20,RL,,9790,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1967.0,1967,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,251.0,LwQ,,491.0,1372.0,GasA,TA,Y,SBrkr,1342.0,0.0,0.0,1342.0,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1967.0,Unf,2,457.0,TA,TA,Y,0.0,0.0,0.0,0.0,,0,,,,0,9,2009,WD,Normal,161500,Burbuja,42
787,50,RM,60.0,10800,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1915.0,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,Fa,TA,No,LwQ,686.0,Unf,0.0,0.0,686.0,GasA,TA,Y,SBrkr,966.0,686.0,0.0,1652.0,1,0,2,0,4,1,TA,7,Typ,0,,Detchd,1961.0,Unf,1,416.0,TA,TA,Y,0.0,0.0,,0.0,0.0,0,,,Shed,1200,6,2010,WD,Normal,139000,Burbuja,60
788,60,RL,76.0,10142,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004.0,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,656.0,Unf,0.0,300.0,956.0,GasA,Ex,Y,SBrkr,956.0,1128.0,0.0,2084.0,1,0,2,1,4,1,Gd,8,Typ,0,,BuiltIn,2004.0,RFn,2,618.0,TA,TA,Y,0.0,45.0,0.0,0.0,0.0,0,,,,0,1,2010,WD,Normal,233000,Burbuja,6
789,20,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1954.0,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,901.0,901.0,GasA,Ex,Y,SBrkr,901.0,0.0,0.0,901.0,0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1954.0,Unf,1,281.0,Fa,TA,Y,0.0,0.0,0.0,0.0,0.0,0,,,,0,8,2008,WD,Normal,107900,Burbuja,8
790,60,RL,,12205,Pave,,IR1,Low,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,8,1966.0,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,157.0,TA,TA,CBlock,TA,Fa,Gd,LwQ,568.0,Unf,0.0,264.0,832.0,GasA,Gd,Y,SBrkr,976.0,1111.0,0.0,2087.0,0,0,2,1,5,1,Gd,9,Typ,0,,Attchd,1966.0,Fin,2,444.0,TA,TA,Y,133.0,168.0,0.0,0.0,0.0,0,,,,0,7,2007,WD,Normal,187500,Crisis,0
791,120,RL,43.0,3182,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005.0,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,11.0,Gd,TA,PConc,Gd,TA,No,GLQ,16.0,Unf,0.0,1129.0,1145.0,GasA,Ex,Y,SBrkr,1145.0,0.0,0.0,1145.0,0,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2005.0,Fin,2,397.0,TA,TA,Y,100.0,16.0,0.0,0.0,0.0,0,,,,0,9,2009,WD,Normal,160200,Burbuja,3
792,80,RL,,11333,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976.0,1976,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Av,ALQ,539.0,Unf,0.0,490.0,1029.0,GasA,TA,Y,SBrkr,1062.0,0.0,0.0,1062.0,1,0,1,0,3,1,TA,5,Typ,2,TA,Attchd,1976.0,RFn,2,539.0,TA,TA,Y,120.0,0.0,0.0,0.0,0.0,0,,,,0,5,2007,WD,Normal,146800,Crisis,31
793,60,RL,92.0,9920,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996.0,1997,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,862.0,Unf,0.0,255.0,1117.0,GasA,Ex,Y,SBrkr,1127.0,886.0,0.0,2013.0,1,0,2,1,3,1,TA,8,Typ,1,TA,Attchd,1997.0,Unf,2,455.0,TA,TA,Y,180.0,130.0,0.0,0.0,0.0,0,,,,0,6,2007,WD,Normal,269790,Crisis,10
794,20,RL,76.0,9158,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007.0,2007,Gable,CompShg,CemntBd,CmentBd,Stone,140.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1496.0,1496.0,GasA,Ex,Y,SBrkr,1496.0,0.0,0.0,1496.0,0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2007.0,Fin,2,474.0,TA,TA,Y,168.0,130.0,0.0,0.0,0.0,0,,,,0,6,2007,New,Partial,225000,Crisis,0
795,60,RL,,10832,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1994.0,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,712.0,712.0,GasA,Ex,Y,SBrkr,1086.0,809.0,0.0,1895.0,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1994.0,Fin,2,409.0,TA,TA,Y,143.0,46.0,0.0,0.0,0.0,0,,,Shed,500,10,2008,WD,Normal,194500,Burbuja,12
796,60,RL,70.0,8400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,6,1980.0,1981,Gable,CompShg,HdBoard,HdBoard,BrkFace,130.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,650.0,650.0,GasA,TA,Y,SBrkr,888.0,676.0,0.0,1564.0,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1980.0,Unf,2,476.0,TA,TA,Y,0.0,50.0,0.0,0.0,,0,,MnPrv,,0,4,2010,WD,Normal,171000,Burbuja,29
797,20,RL,71.0,8197,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,5,1977.0,1977,Gable,CompShg,Plywood,Plywood,BrkFace,148.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,660.0,660.0,GasA,Ex,Y,SBrkr,1285.0,0.0,0.0,1285.0,0,0,1,1,3,1,TA,7,Typ,1,TA,Attchd,1977.0,RFn,2,528.0,TA,TA,Y,138.0,0.0,0.0,0.0,0.0,0,,MnPrv,,0,4,2007,WD,Normal,143500,Crisis,30
798,20,RL,57.0,7677,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1953.0,1953,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,570.0,Unf,0.0,203.0,773.0,GasA,Gd,Y,SBrkr,773.0,0.0,0.0,773.0,0,0,1,0,2,1,TA,4,Typ,0,,Attchd,1953.0,Unf,1,240.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0,,,,0,4,2008,WD,Abnorml,110000,Burbuja,55
799,60,RL,104.0,13518,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008.0,2009,Hip,CompShg,VinylSd,VinylSd,Stone,,Ex,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,,1926.0,GasA,Ex,Y,SBrkr,1966.0,1174.0,0.0,,0,0,3,1,4,1,Ex,11,Typ,2,Gd,BuiltIn,2009.0,Fin,3,820.0,TA,TA,Y,144.0,78.0,0.0,0.0,0.0,0,,,,0,7,2009,New,Partial,485000,Burbuja,0
800,50,RL,60.0,7200,Pave,,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,5,7,1937.0,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,252.0,TA,TA,BrkTil,Gd,TA,No,ALQ,569.0,Unf,0.0,162.0,731.0,GasA,Ex,Y,SBrkr,981.0,787.0,0.0,1768.0,1,0,1,1,3,1,Gd,7,Typ,2,TA,Detchd,1939.0,Unf,1,240.0,TA,TA,Y,0.0,0.0,,0.0,0.0,0,,MnPrv,,0,6,2007,WD,Normal,175000,Crisis,57
801,60,RL,79.0,12798,Pave,,IR1,HLS,AllPub,Inside,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1997.0,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,462.0,Unf,0.0,154.0,616.0,GasA,Gd,Y,SBrkr,616.0,1072.0,0.0,1688.0,1,0,2,1,4,1,Gd,8,Typ,0,,Attchd,1997.0,RFn,2,603.0,TA,TA,Y,403.0,114.0,,0.0,0.0,0,,,Shed,400,5,2008,WD,Normal,200000,Burbuja,11
802,30,RM,40.0,4800,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,7,1916.0,1990,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,197.0,Unf,0.0,999.0,1196.0,GasA,Ex,Y,FuseA,1196.0,0.0,0.0,1196.0,1,0,1,0,2,1,TA,5,Typ,0,,Detchd,1957.0,Unf,2,440.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0,,,,0,7,2007,WD,Normal,109900,Crisis,17
