CodArea;NomArea;Calle;Portal;Bloque;Piso;Mano;NIA;Ref unica;FechaUlti;LectUlti;TipoLectUlti;FechaAnt;LectAnt;TipoLectAnt;Tarifa;F Alta
03003;AMA-3;4270;0042;; 3;DCH;47276;1630300;2015-08-07;1425;E;2015-05-05;1290;E;01;2007-02-14
03003;AMA-3;4270;0050;;BJ;;149094;1982001;2015-08-06;1126;R;2015-04-30;1114;R;02;2014-08-31
03003;AMA-3;4270;0050;;BJ;;423304;1967504;2015-08-06;737;R;2015-04-30;737;R;02;2014-02-03
03003;AMA-3;4270;0050;;BJ;;90450;1421671;2015-08-06;1717;R;2015-04-30;1713;R;02;1976-01-01
03003;AMA-3;4270;0050;;BJ;  D;367624;1256211;2015-08-03;817;R;2015-04-30;813;R;02;2003-12-01
03003;AMA-3;4270;0052;;BJ;  4;331856;1885575;2015-08-06;16;R;2015-04-30;13;R;02;2014-11-11
03003;AMA-3;4270;0052;;BJ;  5;5654;56543;2015-08-06;5937;R;2015-04-30;5934;R;02;1980-01-01
03003;AMA-3;4270;0039;;BJ;  A;162000;662271;2015-08-03;428;R;2015-04-30;404;R;02;2012-01-18
03003;AMA-3;4270;0042;; 3;IZD;161325;1630311;2015-08-03;6728;R;2015-05-05;6715;R;01;2007-02-14
03003;AMA-3;4130;0038;; 5;DCH;282410;1031141;2015-08-10;1499;R;2015-05-06;1485;R;01;2000-11-07
03003;AMA-3;4270;0042;; 2;;285811;1630297;2015-08-03;3103;R;2015-04-30;3057;R;01;2007-02-14
03003;AMA-3;4270;0042;; 1;;329070;1630286;2015-08-03;1846;R;2015-04-30;1832;R;01;2007-02-14
03003;AMA-3;4270;0041;;BJ;;426788;1998497;2015-08-05;2813;R;2015-05-05;2759;R;02;2015-03-06
03003;AMA-3;4270;0041;;BJ;;306978;813273;2015-02-10;2753;R;2014-11-11;2751;R;02;1998-04-16
03003;AMA-3;4270;0040;;;;4556;1169388;2015-08-06;10019;R;2015-04-30;9829;R;10;2002-04-01
03003;AMA-3;4270;0039;;ST;;4536;45367;2015-08-03;4;R;2015-04-30;4;R;01;2012-01-18
03003;AMA-3;4270;0042;; 4;DCH;161326;1630333;2015-08-07;228;R;2015-04-30;213;R;01;2010-06-14
03003;AMA-3;4130;0021;;BJ;  4;420430;1933383;2015-08-10;5316;E;2015-05-06;5316;E;03;2013-01-03
03003;AMA-3;4130;0022;; 3;IZD;304680;1019494;2015-08-07;2793;R;2015-05-07;2693;E;01;2000-10-17
03003;AMA-3;4130;0022;; 3;DCH;94658;929150;2015-08-19;1368;R;2015-05-07;1310;R;01;2009-05-04
03003;AMA-3;4130;0022;; 2;IZD;156641;929036;2015-08-07;953;R;2015-05-11;928;R;01;1999-08-30
03003;AMA-3;4130;0022;; 2;DCH;156637;1246458;2015-08-13;65;R;2015-02-10;37;R;01;2014-05-26
03003;AMA-3;4130;0022;; 1;IZD;304090;928997;2015-08-07;508;R;2015-05-06;487;R;01;2009-01-02
03003;AMA-3;4130;0022;; 1;DCH;179476;1452019;2015-08-07;1717;R;2015-05-07;1680;R;01;2005-01-01
03003;AMA-3;4130;0021;;EN;;398849;2008664;2015-08-10;4712;E;2015-04-28;4712;E;02;2015-02-28
03003;AMA-3;4130;0021;;EN;;377834;62133;2015-02-27;4712;E;2015-02-10;4712;E;02;1980-01-01
03003;AMA-3;4130;0034;; 6;  A;155101;582942;2015-08-10;2152;E;2015-05-14;2152;R;01;1994-08-31
03003;AMA-3;4130;0021;;EN;;6212;62122;2015-02-27;7788;E;2015-02-10;7788;E;02;1980-01-01
03003;AMA-3;4130;0022;; 5;DCH;190814;1070926;2015-08-07;853;R;2015-05-06;844;R;01;2001-04-01
03003;AMA-3;4130;0021;;BJ;  3;156617;62188;2015-08-10;1913;E;2015-05-06;1913;E;02;1980-01-01
03003;AMA-3;4130;0021;;BJ;;1105;908508;2015-08-10;3151;R;2015-05-06;3151;R;01;1999-06-08
03003;AMA-3;4130;0021;;BJ;;156618;1699449;2015-08-10;15044;E;2015-05-06;15044;E;03;2008-06-30
03003;AMA-3;4130;0021;;BJ;;131377;1742138;2015-08-10;7937;E;2015-05-06;7937;E;03;2008-12-05
03003;AMA-3;4130;0021;;;;6210;351168;2015-08-10;396;R;2015-05-07;396;R;01;1980-01-01
03003;AMA-3;4130;0019;;BJ;;310663;1504716;2015-08-07;38;R;2015-05-06;38;R;02;2005-07-01
03003;AMA-3;4130;0021;;EN;;398849;2008653;2015-08-10;7788;E;2015-04-28;7788;E;02;2015-02-28
03003;AMA-3;4130;0025;; 2;IZD;428761;1994611;2015-08-10;893;R;2015-05-06;862;R;01;2014-11-13
03003;AMA-3;4130;0026;; 2;DCH;293822;553113;2015-08-10;76;R;2015-05-11;72;R;01;1994-04-22
03003;AMA-3;4130;0026;; 1;IZD;176759;1331409;2015-08-07;5864;R;2015-05-08;5837;R;01;2003-09-29
03003;AMA-3;4130;0026;; 1;DCH;156699;62417;2015-08-07;1950;R;2015-05-07;1923;E;01;1980-01-01
03003;AMA-3;4130;0025;;GJ;;156723;1921091;2015-08-10;468;R;2015-05-06;454;R;02;2013-03-08
03003;AMA-3;4130;0025;;BJ;;6236;1516144;2015-08-10;18;E;2015-05-06;18;E;02;2005-10-01
03003;AMA-3;4130;0025;;BJ;;316094;1457310;2015-08-10;3316;R;2015-05-06;3198;R;03;2005-04-19
03003;AMA-3;4130;0025;; 4;IZD;322829;762900;2015-08-10;3048;R;2015-02-10;2998;R;01;1997-03-25
03003;AMA-3;4130;0025;; 4;DCH;43738;1009959;2015-05-06;5606;R;2015-02-10;5582;R;01;1999-05-26
03003;AMA-3;4130;0025;; 4;CTR;331019;907254;2015-08-14;52;R;2015-05-06;40;R;01;2015-02-10
03003;AMA-3;4130;0022;; 4;DCH;314383;1004874;2015-08-07;930;R;2015-05-07;922;R;01;2000-07-01
03003;AMA-3;4130;0025;; 3;DCH;156684;1833552;2015-08-10;2633;R;2015-05-07;2632;R;01;2010-04-21
03003;AMA-3;4130;0022;; 4;IZD;421818;1943066;2015-08-07;799;R;2015-05-06;759;R;01;2013-01-15
03003;AMA-3;4130;0025;; 2;IZD;156683;62326;2014-11-14;802;E;2014-08-21;802;R;01;2008-01-02
03003;AMA-3;4130;0025;; 2;DCH;283484;1262607;2015-08-10;3145;R;2015-05-06;3103;R;01;2003-10-17
03003;AMA-3;4130;0025;; 1;IZD;349501;1036066;2015-08-10;1778;R;2015-05-06;1773;R;01;2000-11-06
03003;AMA-3;4130;0025;; 1;DCH;282113;459573;2015-08-10;3095;R;2015-05-06;3075;R;01;1991-09-04
03003;AMA-3;4130;0025;; 1;CTR;280917;449550;2015-08-10;855;R;2015-05-06;837;E;01;1991-11-08
03003;AMA-3;4130;0022;;BJ;;387017;1636104;2015-08-07;10249;R;2015-05-06;10233;R;02;2006-12-28
03003;AMA-3;4130;0022;; 5;IZD;156652;1496968;2015-08-10;2736;R;2015-05-08;2673;R;01;2005-07-01
03003;AMA-3;4130;0017;;BJ;;71350;1373750;2015-05-08;121;R;2015-02-18;121;R;02;2004-03-08
03003;AMA-3;4130;0025;; 3;IZD;179390;1586914;2015-08-10;977;E;2015-05-06;977;E;01;2006-05-05
03003;AMA-3;4130;0002;; 2;IZD;156261;749023;2015-08-07;5304;R;2015-05-07;5260;R;01;1996-12-31
03003;AMA-3;4130;0002;;BJ;;138636;1786463;2015-08-07;451;R;2015-05-07;444;R;02;2009-02-05
03003;AMA-3;4130;0002;;BJ;;6144;1357205;2015-08-07;1252;R;2015-05-06;1248;R;02;2004-06-24
03003;AMA-3;4130;0002;;BJ;;251287;1345457;2015-08-07;1068;R;2015-05-07;1064;R;02;2004-06-30
03003;AMA-3;4130;0002;;BJ;;283215;1266814;2015-08-07;2384;R;2015-05-06;2382;R;02;2003-12-09
03003;AMA-3;4130;0002;; 5;IZD;49055;1845253;2015-08-07;1300;R;2015-05-06;1288;R;01;2011-07-01
03003;AMA-3;4130;0002;; 5;DCH;285503;749090;2015-08-07;185;E;2015-05-07;185;E;01;1996-12-31
03003;AMA-3;4130;0002;; 4;IZD;156250;1817905;2015-08-26;963;R;2015-02-10;891;R;01;2008-10-31
03003;AMA-3;4130;0002;; 4;DCH;300490;748815;2015-09-02;660;R;2015-05-07;616;E;01;1996-12-31
03003;AMA-3;4130;0013;;BJ;;6188;2003034;2015-08-07;239;E;2015-05-06;239;E;02;2015-04-13
03003;AMA-3;4130;0002;; 3;DCH;287135;946620;2015-08-07;3039;R;2015-02-11;2978;R;01;2000-01-21
03003;AMA-3;4130;0013;;BJ;;353667;1147380;2015-02-10;239;R;2014-11-14;239;R;02;2001-12-31
03003;AMA-3;4130;0002;; 2;DCH;156258;748699;2015-08-10;4364;R;2015-05-07;4350;R;01;1996-12-31
03003;AMA-3;4130;0002;; 1;IZD;179185;1705484;2015-08-07;7610;E;2015-05-07;7610;E;01;2008-08-14
03003;AMA-3;4130;0002;; 1;DCH;332559;1894711;2015-08-07;3464;R;2015-05-07;3450;R;01;2011-11-27
03003;AMA-3;4130;0002;;;;6141;748564;2015-08-07;11;R;2015-05-07;11;R;01;1996-12-31
03003;AMA-3;4130;0001;A;;;91579;500700;2015-07-24;16031;R;2015-04-30;15908;R;02;1992-12-31
03003;AMA-3;4130;0001;;BJ;;293113;1714700;2015-08-07;1610;R;2015-05-06;1597;R;02;2006-01-11
03003;AMA-3;4130;0001;;;;7822;1610319;2015-08-07;378;R;2015-05-06;374;R;02;2006-10-09
03003;AMA-3;4130;0002;; 3;IZD;156264;749089;2015-05-07;324;R;2015-02-10;301;R;01;2012-01-02
03003;AMA-3;4130;0017;; 2;IZD;339382;945194;2015-08-10;866;R;2015-05-06;850;R;01;1999-10-28
03003;AMA-3;4130;0026;; 3;IZD;40997;517611;2015-08-07;291;R;2015-05-12;262;R;01;2012-07-03
03003;AMA-3;4130;0017;;BJ;;282455;1764863;2015-08-07;6146;R;2015-05-06;6146;R;03;2009-04-23
03003;AMA-3;4130;0017;; 6;IZD;405644;2014481;2015-08-07;62;R;2015-05-11;57;R;01;2014-11-26
03003;AMA-3;4130;0017;; 6;IZD;282100;1403755;2015-02-10;282;E;2014-11-11;282;E;01;2004-07-01
03003;AMA-3;4130;0017;; 6;DCH;346853;1021888;2015-09-10;1210;R;2014-11-17;1189;R;01;2000-09-18
03003;AMA-3;4130;0017;; 5;IZD;55072;643885;2015-08-10;2059;R;2015-05-07;2054;R;01;1995-12-31
03003;AMA-3;4130;0017;; 5;DCH;156491;1005344;2015-08-07;181;E;2015-05-07;181;E;01;2012-05-01
03003;AMA-3;4130;0017;; 4;IZD;382468;1587257;2015-08-07;314;R;2015-05-26;282;R;01;2013-08-08
03003;AMA-3;4130;0017;; 4;DCH;55219;62008;2015-08-13;2713;R;2015-05-06;2691;R;01;1980-01-01
03003;AMA-3;4130;0013;;;;6188;61889;2015-02-10;4470;R;2014-11-11;4377;R;10;2008-08-01
03003;AMA-3;4130;0017;; 3;DCH;420216;1929573;2015-08-07;4390;R;2015-06-09;4379;R;01;2013-05-17
03003;AMA-3;4130;0017;; 2;DCH;91856;559871;2015-08-07;37;R;2015-06-03;34;R;01;2011-08-15
03003;AMA-3;4130;0017;; 2;CTR;6196;61969;2015-09-14;1591;R;2015-05-07;1591;E;01;1980-01-01
03003;AMA-3;4130;0017;; 1;IZD;323707;422364;2015-05-25;1259;R;2015-02-25;1259;R;01;1990-05-01
03003;AMA-3;4130;0017;; 1;DCH;394097;1696199;2015-08-10;2238;R;2015-05-06;2222;R;01;2007-12-22
03003;AMA-3;4130;0015;;BJ;;6188;1071463;2015-08-07;493;E;2015-05-06;493;E;02;2001-05-30
03003;AMA-3;4130;0015;;BJ;;6188;961309;2015-08-07;2577;E;2015-05-06;2577;E;02;2000-01-03
03003;AMA-3;4130;0015;;BJ;;156468;61890;2015-02-10;176;R;2014-11-11;164;R;03;2012-05-02
03003;AMA-3;4130;0015;;BJ;;6188;2005267;2015-08-07;176;E;2015-05-06;176;E;03;2015-04-24
03003;AMA-3;4130;0013;;BJ;;6188;1264647;2015-08-07;1011;E;2015-05-06;1011;E;03;2003-10-01
03003;AMA-3;4130;0017;; 3;IZD;360618;1955176;2015-08-07;393;R;2015-05-13;368;R;01;2013-12-23
03003;AMA-3;4130;0033;; 2;CTR;363223;1751534;2015-08-11;461;R;2015-05-06;454;R;01;2009-04-01
03003;AMA-3;4130;0031;; 4;  D;303073;1806627;2015-08-10;40;R;2015-05-06;40;R;01;2010-07-21
03003;AMA-3;4130;0033;; 5;IZD;405783;1962112;2015-03-29;1740;E;2015-02-10;1740;E;01;2013-04-30
03003;AMA-3;4130;0033;; 5;DCH;55225;713657;2015-08-10;730;R;2015-05-06;719;R;01;1996-04-30
03003;AMA-3;4130;0033;; 4;IZD;156563;1962101;2015-08-10;475;R;2015-05-06;460;R;01;2013-04-30
03003;AMA-3;4130;0033;; 4;DCH;156722;713602;2015-08-10;1505;R;2015-05-06;1491;R;01;1996-04-30
03003;AMA-3;4130;0033;; 3;IZD;290969;1217174;2015-08-10;1681;R;2015-05-06;1643;R;01;2006-05-22
03003;AMA-3;4130;0033;; 3;DCH;14976;1563673;2015-08-10;1810;R;2015-05-06;1765;R;01;2006-01-01
03003;AMA-3;4130;0033;; 2;IZD;394979;1704210;2015-05-07;2043;R;2015-02-10;2020;R;01;2008-03-27
03003;AMA-3;4130;0033;;BJ;;156859;62848;2015-08-10;226;R;2015-05-06;218;R;03;2007-06-21
03003;AMA-3;4130;0033;; 2;D-D;156847;713475;2015-08-10;554;R;2015-05-07;519;R;01;2012-01-02
03003;AMA-3;4130;0033;;EN;DCH;395692;1716648;2015-08-10;4023;R;2015-05-07;3980;R;01;2007-06-28
03003;AMA-3;4130;0033;; 1;IZD;310567;1523679;2015-05-06;7671;R;2015-02-10;7616;R;03;2005-06-30
03003;AMA-3;4130;0033;; 1;DCH;156722;1476126;2015-08-10;3919;R;2015-05-06;3919;R;01;2004-08-09
03003;AMA-3;4130;0033;;;;6282;713419;2015-08-10;13;R;2015-05-06;13;R;01;1996-04-30
03003;AMA-3;4130;0032;;;;2455;62815;2015-08-10;21053;R;2015-05-06;20877;R;10;1980-01-01
03003;AMA-3;4130;0031;; 6;  C;303073;1806683;2015-08-10;98;R;2015-05-06;98;R;01;2010-07-21
03003;AMA-3;4130;0031;; 6;  B;303073;1806672;2015-08-10;1;R;2015-05-06;1;R;01;2010-07-21
03003;AMA-3;4130;0031;; 6;  A;303073;1806650;2015-08-10;176;R;2015-05-06;168;R;01;2010-07-21
03003;AMA-3;4130;0031;; 5;  B;303073;1806649;2015-08-10;120;R;2015-05-06;113;R;01;2010-07-21
03003;AMA-3;4130;0026;; 2;IZD;318161;1176595;2015-05-08;1513;R;2015-02-11;1502;R;01;2002-08-28
03003;AMA-3;4130;0033;; 2;I-D;140109;910470;2015-08-10;3842;R;2015-05-06;3821;R;01;1999-05-27
03003;AMA-3;4130;0034;; 3;  A;161983;903127;2015-09-09;3243;R;2015-05-06;3224;R;01;1999-04-16
03003;AMA-3;4270;0050;; 5;  C;309522;1494020;2015-08-06;1117;R;2015-04-30;1066;R;01;2005-04-01
03003;AMA-3;4130;0034;; 5;  C;156889;582919;2014-11-14;1799;E;2014-08-14;1799;R;01;1994-08-31
03003;AMA-3;4130;0034;; 5;  B;6236;582895;2015-08-10;1005;R;2015-05-06;983;R;01;1994-08-31
03003;AMA-3;4130;0034;; 5;  A;156884;582873;2015-08-10;253;R;2015-05-06;240;R;01;2011-05-11
03003;AMA-3;4130;0034;; 4;  C;374077;1456066;2015-08-10;700;R;2015-05-07;679;E;01;2004-11-20
03003;AMA-3;4130;0034;; 4;  B;156880;582679;2015-09-11;167;R;2015-06-02;155;R;01;2013-05-07
03003;AMA-3;4130;0034;; 4;  A;96843;1888494;2015-08-10;208;R;2015-02-23;150;R;01;2013-08-01
03003;AMA-3;4130;0033;; 5;IZD;429836;2012872;2015-08-10;1740;E;2015-05-07;1740;E;01;2015-03-30
03003;AMA-3;4130;0034;; 3;  B;156873;582599;2015-08-10;339;E;2015-05-07;339;E;01;1994-08-31
03003;AMA-3;4130;0031;; 4;  C;312009;1997121;2015-08-10;76;R;2015-05-06;69;R;01;2014-10-13
03003;AMA-3;4130;0034;; 2;  C;156870;582497;2015-08-10;902;R;2015-05-14;895;R;01;1994-08-31
03003;AMA-3;4130;0034;; 2;  B;156869;582464;2015-08-10;444;E;2015-05-07;309;E;01;1994-08-31
03003;AMA-3;4130;0034;; 2;  A;410320;1906641;2015-08-10;2943;R;2015-05-14;2932;R;01;2012-12-17
03003;AMA-3;4130;0034;; 1;  C;162199;1904907;2015-08-10;717;R;2015-05-14;702;R;01;2012-11-12
03003;AMA-3;4130;0034;; 1;  B;156865;582248;2015-08-10;978;R;2015-06-04;978;R;01;1994-08-31
03003;AMA-3;4130;0034;; 1;  A;372260;1371925;2015-08-10;2293;R;2015-05-07;2262;E;01;2004-01-28
03003;AMA-3;4130;0034;;;;297007;582179;2015-08-10;16;R;2015-05-06;16;R;01;1994-08-31
03003;AMA-3;4130;0033;;GJ;;339130;1702781;2015-08-10;28;R;2015-05-07;28;R;02;2008-07-09
03003;AMA-3;4130;0033;;EN;IZD;286459;1712759;2015-08-10;1034;E;2015-05-07;1034;E;01;2008-06-06
03003;AMA-3;4130;0034;; 3;  C;370373;1333030;2015-08-26;590;R;2015-05-20;586;R;01;2004-02-20
03003;AMA-3;4130;0027;;BJ;  3;346643;1698844;2015-08-10;1792;R;2015-05-06;1792;R;02;2008-02-07
03003;AMA-3;4130;0031;; 5;  A;303073;1806638;2015-08-10;37;R;2015-05-06;35;R;01;2010-07-21
03003;AMA-3;4130;0029;; 3;  C;327223;1472157;2015-08-10;542;R;2015-05-06;526;R;01;2005-01-01
03003;AMA-3;4130;0029;; 3;  B;396497;1716740;2015-08-10;2640;R;2015-06-04;2634;R;01;2008-09-26
03003;AMA-3;4130;0029;; 3;  A;156765;62688;2015-08-10;3631;R;2015-02-10;3585;R;01;1980-01-01
03003;AMA-3;4130;0029;; 2;  C;156764;1445868;2015-08-10;318;R;2015-05-07;297;R;01;2004-10-01
03003;AMA-3;4130;0029;; 2;  B;31359;1822309;2015-08-10;1296;R;2015-05-06;1268;R;01;2011-01-14
03003;AMA-3;4130;0029;; 2;  A;40040;624900;2015-08-10;150;R;2015-05-30;138;R;01;1995-08-08
03003;AMA-3;4130;0029;; 1;  C;282545;462959;2015-08-10;2947;R;2015-05-08;2919;R;01;1992-05-13
03003;AMA-3;4130;0029;; 1;  B;402867;1948914;2015-08-10;2432;E;2015-05-07;2432;E;01;2012-12-12
03003;AMA-3;4130;0029;; 4;  B;151659;470896;2015-08-10;4663;R;2015-05-06;4549;R;01;1992-04-30
03003;AMA-3;4130;0027;;BJ;  4;107141;1264909;2015-08-10;114;R;2015-05-06;113;R;02;2012-02-08
03003;AMA-3;4130;0029;; 5;  A;160790;1516177;2015-09-01;599;R;2015-02-10;564;R;01;2005-07-01
03003;AMA-3;4130;0027;;BJ;  2;107141;1319116;2015-08-10;240;R;2015-05-06;212;R;02;2012-05-07
03003;AMA-3;4130;0027;;BJ;  1;342290;1730824;2015-08-10;2925;E;2015-05-06;2925;E;03;2009-01-02
03003;AMA-3;4130;0027;;;;6249;1516166;2015-09-29;20873;R;2015-08-27;20711;R;10;2005-10-01
03003;AMA-3;4130;0026;;BJ;;285111;1377989;2015-08-07;1;R;2015-05-06;1;R;03;2012-05-01
03003;AMA-3;4130;0026;;BJ;;285111;1377978;2015-08-07;697;R;2015-05-06;681;R;03;2012-05-01
03003;AMA-3;4130;0026;;BJ;;285111;1377967;2015-08-07;59;R;2015-05-06;58;R;02;2012-05-01
03003;AMA-3;4130;0026;; 4;IZD;156712;496089;2015-08-07;9980;R;2015-05-06;9916;R;01;1992-12-31
03003;AMA-3;4130;0026;; 4;DCH;156710;492792;2015-05-06;1271;R;2015-02-10;1260;R;01;1992-12-31
03003;AMA-3;4270;0039;; 4;  A;4550;45505;2015-08-03;1924;R;2015-04-30;1904;R;01;1980-01-01
03003;AMA-3;4130;0029;; 1;  A;286645;1060630;2015-08-10;3540;R;2015-05-06;3484;R;01;2001-01-01
03003;AMA-3;4130;0031;; 2;  B;303073;1806525;2014-11-14;33;R;2014-08-18;32;R;01;2010-07-21
03003;AMA-3;4130;0031;; 4;  C;303073;1806616;2014-11-14;68;R;2014-08-18;68;R;01;2010-07-21
03003;AMA-3;4130;0031;; 4;  B;303073;1806605;2015-08-10;24;R;2015-05-06;24;R;01;2010-07-21
03003;AMA-3;4130;0031;; 4;  A;303073;1806592;2015-08-10;28;R;2015-05-06;27;R;01;2010-07-21
03003;AMA-3;4130;0031;; 3;  D;303073;1806581;2014-11-14;1;R;2014-08-18;1;R;01;2010-07-21
03003;AMA-3;4130;0031;; 3;  D;54850;1998851;2015-08-10;32;R;2015-05-06;15;R;01;2014-10-31
03003;AMA-3;4130;0031;; 3;  C;407182;1826276;2015-08-10;49;R;2015-05-06;49;R;01;2010-09-03
03003;AMA-3;4130;0031;; 3;  B;404200;1826265;2015-08-10;155;R;2015-05-06;147;R;01;2010-05-31
03003;AMA-3;4130;0031;; 3;  A;303073;1806558;2015-08-10;11;R;2015-05-06;11;R;01;2010-07-21
03003;AMA-3;4130;0031;; 2;  D;303073;1806547;2015-08-10;400;R;2015-05-06;386;R;01;2010-07-21
03003;AMA-3;4130;0029;; 4;  A;49050;460204;2015-08-10;5360;R;2015-05-07;5316;R;01;1991-12-31
03003;AMA-3;4130;0031;; 2;  B;427919;1999445;2015-08-10;41;R;2015-05-06;36;R;01;2014-11-24
03003;AMA-3;4130;0026;; 3;DCH;132852;62451;2015-08-07;3881;R;2015-05-07;3800;R;01;1980-01-01
03003;AMA-3;4130;0031;; 2;  A;404626;1826254;2015-08-10;78;R;2015-05-06;73;R;01;2010-07-05
03003;AMA-3;4130;0031;; 1;  B;303073;1806503;2015-08-10;1;R;2015-05-06;1;R;01;2010-07-21
03003;AMA-3;4130;0031;; 1;  A;303073;1806490;2015-08-10;670;R;2015-05-06;628;R;01;2010-07-21
03003;AMA-3;4130;0031;;;;303073;1806694;2015-08-10;2;R;2015-05-06;2;R;01;2010-07-21
03003;AMA-3;4130;0030;;BJ;;2455;1233481;2015-08-10;11176;R;2015-05-06;11089;R;03;2003-09-08
03003;AMA-3;4130;0030;;;;2455;62757;2015-09-29;43237;R;2015-08-27;43058;R;10;1980-01-01
03003;AMA-3;4130;0029;;BJ;IZD;380857;1566489;2015-05-30;1072;R;2015-02-13;1054;R;01;2006-01-09
03003;AMA-3;4130;0029;;BJ;  D;359079;1154177;2015-08-10;4357;R;2015-05-06;4261;R;01;2002-06-25
03003;AMA-3;4130;0029;; 5;  B;280040;447849;2015-08-20;1860;R;2015-05-07;1804;R;01;1991-02-14
03003;AMA-3;4130;0031;; 2;  C;404480;1826298;2015-08-10;91;R;2015-05-06;88;R;01;2010-07-06
03003;AMA-3;4270;0023;;;;4470;1918308;2015-08-03;24;R;2015-04-29;24;R;01;2013-02-27
03003;AMA-3;4270;0022;; 4;;316501;1241851;2015-08-10;3958;R;2015-04-30;3943;R;01;2003-04-23
03003;AMA-3;4270;0023;; 5;IZD;161109;1918295;2015-08-10;513;R;2015-04-30;490;R;01;2013-02-27
03003;AMA-3;4270;0023;; 5;DCH;386242;1918284;2015-08-05;1314;R;2015-04-30;1311;R;01;2013-02-27
03003;AMA-3;4270;0023;; 4;IZD;19566;1918273;2015-08-03;135;R;2015-04-29;122;R;01;2013-05-03
03003;AMA-3;4270;0023;; 4;DCH;161103;1918262;2015-08-07;688;R;2015-04-30;674;R;01;2013-02-27
03003;AMA-3;4270;0050;;BJ;;113769;45685;2014-08-30;1084;E;2014-08-08;1084;R;02;1980-01-01
03003;AMA-3;4270;0023;; 3;DCH;161100;1918240;2015-08-05;384;R;2015-04-30;379;R;01;2013-11-12
03003;AMA-3;4270;0039;; 3;  C;130978;1837861;2015-08-03;6120;R;2015-04-30;6097;R;01;2011-04-08
03003;AMA-3;4270;0023;; 2;DCH;331630;1918228;2015-08-06;593;R;2015-04-30;570;R;01;2013-03-08
03003;AMA-3;4270;0026;;;;315438;823741;2015-08-06;41;R;2015-04-29;40;R;01;1997-12-31
03003;AMA-3;4270;0023;; 1;DCH;48296;1918206;2015-08-05;1977;R;2015-04-29;1936;R;01;2013-02-27
03003;AMA-3;4270;0026;; 1;DCH;185505;824222;2015-08-06;1061;R;2015-04-29;1053;R;02;1997-12-31
03003;AMA-3;4270;0022;;BJ;;161088;1390253;2015-08-03;263;R;2015-04-29;256;R;02;2004-07-01
03003;AMA-3;4270;0022;;BJ;;367348;1267237;2015-08-03;589;R;2015-04-29;581;R;02;2003-09-04
03003;AMA-3;4270;0022;;BJ;;4466;958729;2015-08-03;1;R;2015-04-29;1;R;01;1999-11-26
03003;AMA-3;4270;0022;;BG;;165083;1428832;2015-08-03;267;R;2015-04-29;267;R;02;2004-08-05
03003;AMA-3;4270;0022;; 6;IZD;297310;955286;2015-08-07;906;R;2015-05-25;902;R;01;1999-11-26
03003;AMA-3;4270;0022;; 6;DCH;86682;1825944;2015-08-07;195;E;2015-04-30;195;E;01;2010-12-17
03003;AMA-3;4270;0022;; 6;CTR;92511;1970388;2015-08-07;525;E;2015-04-30;525;E;01;2013-06-16
03003;AMA-3;4270;0022;; 5;IZD;161077;955220;2015-08-07;140;R;2015-04-29;103;R;01;2014-08-06
03003;AMA-3;4270;0013;; 4;  B;281359;770756;2015-08-03;452;R;2015-04-29;451;R;01;1997-04-30
03003;AMA-3;4270;0023;; 1;IZD;1316;1918217;2015-08-03;1214;R;2015-04-29;1192;R;01;2013-02-27
03003;AMA-3;4270;0026;; 5;IZD;179066;1026032;2015-08-06;2717;R;2015-04-29;2671;R;01;2000-10-01
03003;AMA-3;4270;0028;; 3;  A;354066;2009703;2015-08-03;361;R;2015-04-21;349;R;01;2014-09-08
03003;AMA-3;4270;0028;; 3;  A;88515;1819036;2015-02-09;336;R;2014-11-10;326;R;01;2009-12-30
03003;AMA-3;4270;0028;; 2;  C;353078;1850215;2015-08-03;392;R;2015-04-30;368;R;01;2011-07-05
03003;AMA-3;4270;0028;; 2;  B;200586;1909833;2015-08-03;112;R;2015-04-30;96;R;01;2013-01-01
03003;AMA-3;4270;0028;; 2;  A;406342;1820289;2015-08-03;28;R;2015-04-30;12;R;01;2014-11-10
03003;AMA-3;4270;0028;; 1;  C;382369;1797025;2015-08-03;477;R;2015-04-30;442;R;01;2010-01-29
03003;AMA-3;4270;0028;; 1;  B;382369;1797014;2015-08-03;662;R;2015-04-30;615;R;01;2010-01-29
03003;AMA-3;4270;0028;; 1;  A;382369;1797003;2015-08-03;493;R;2015-04-30;462;R;01;2010-01-29
03003;AMA-3;4270;0028;;;;403950;1800323;2015-08-03;6;E;2015-04-30;6;E;20;2010-06-14
03003;AMA-3;4270;0023;;BJ;;324279;1796317;2015-08-03;979;R;2015-04-29;938;R;02;2009-10-27
03003;AMA-3;4270;0026;;BJ;;422521;1950568;2015-08-06;417;R;2015-04-29;368;R;02;2013-12-02
03003;AMA-3;4270;0022;; 3;;161071;955208;2015-08-08;4468;R;2015-04-30;4422;R;01;1999-11-26
03003;AMA-3;4270;0026;; 5;DCH;364225;1954822;2015-08-06;973;R;2015-04-29;951;R;01;2013-11-12
03003;AMA-3;4270;0026;; 4;IZD;289597;825156;2015-08-06;2201;R;2015-04-29;2179;R;01;1997-12-31
03003;AMA-3;4270;0026;; 4;DCH;293147;825214;2015-08-06;3471;R;2015-04-29;3435;R;01;1997-12-31
03003;AMA-3;4270;0026;; 3;IZD;84114;824379;2015-08-06;4210;R;2015-04-29;4185;R;01;1997-12-31
