Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,X1stFlrSF,X2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,X3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,Reforma,MSZoning,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,SaleType,SaleCondition,Crisis
798.0,20.0,57.0,7677.0,5.0,5.0,1953.0,1953.0,0.0,570.0,0.0,203.0,773.0,773.0,0.0,0.0,773.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,0.0,1953.0,1.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2008.0,110000.0,55.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,WD,Abnorml,Burbuja
799.0,60.0,104.0,13518.0,9.0,5.0,2008.0,2009.0,226.89119137096122,0.0,0.0,1851.3857000371295,1926.0,1966.0,1174.0,0.0,3149.5337067723467,0.0,0.0,3.0,1.0,4.0,1.0,11.0,2.0,2009.0,3.0,820.0,144.0,78.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,485000.0,0.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,BuiltIn,Fin,TA,TA,Y,New,Partial,Burbuja
800.0,50.0,60.0,7200.0,5.0,7.0,1937.0,1950.0,252.0,569.0,0.0,162.0,731.0,981.0,787.0,0.0,1768.0,1.0,0.0,1.0,1.0,3.0,1.0,7.0,2.0,1939.0,1.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2007.0,175000.0,57.0,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,BrkTil,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Detchd,Unf,TA,TA,Y,WD,Normal,Crisis
801.0,60.0,79.0,12798.0,6.0,5.0,1997.0,1997.0,0.0,462.0,0.0,154.0,616.0,616.0,1072.0,0.0,1688.0,1.0,0.0,2.0,1.0,4.0,1.0,8.0,0.0,1997.0,2.0,603.0,403.0,114.0,0.0,0.0,0.0,0.0,400.0,5.0,2008.0,200000.0,11.0,RL,Pave,IR1,HLS,AllPub,Inside,Mod,ClearCr,Feedr,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD,Normal,Burbuja
802.0,30.0,40.0,4800.0,4.0,7.0,1916.0,1990.0,0.0,197.0,0.0,999.0,1196.0,1196.0,0.0,0.0,1196.0,1.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,1957.0,2.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2007.0,109900.0,17.0,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,Ex,Y,FuseA,TA,Typ,Detchd,Unf,TA,TA,Y,WD,Normal,Crisis
803.0,60.0,63.0,8199.0,7.0,5.0,2005.0,2005.0,0.0,648.0,0.0,80.0,728.0,728.0,728.0,0.0,1456.0,1.0,0.0,2.0,1.0,3.0,1.0,7.0,1.0,2005.0,2.0,410.0,36.0,18.0,0.0,0.0,0.0,0.0,0.0,10.0,2008.0,189000.0,3.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,WdShing,Wd Shng,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,WD,Normal,Burbuja
804.0,60.0,107.0,13891.0,9.0,5.0,2008.0,2009.0,226.763652206203,0.0,0.0,1709.5298473873017,1734.0,1734.0,1088.0,0.0,2838.594538761111,0.0,0.0,3.0,1.0,4.0,1.0,12.0,1.0,2009.0,3.0,802.4363982065559,52.0,170.0,0.0,0.0,0.0,0.0,0.0,1.0,2009.0,582933.0,0.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,Gd,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,BuiltIn,RFn,TA,TA,Y,New,Partial,Burbuja
805.0,20.0,75.0,9000.0,5.0,5.0,1954.0,1954.0,0.0,812.0,0.0,124.0,936.0,1128.0,0.0,0.0,1128.0,0.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,1954.0,1.0,286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2006.0,118000.0,52.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,TA,Y,SBrkr,TA,Min1,Attchd,Unf,TA,TA,Y,WD,Family,Crisis
806.0,20.0,91.0,12274.0,7.0,5.0,2008.0,2008.0,256.0,0.0,0.0,1417.0,1417.0,1428.0,0.0,0.0,1428.0,0.0,0.0,2.0,0.0,3.0,1.0,6.0,0.0,2008.0,2.0,554.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,227680.0,0.0,RL,Pave,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Attchd,RFn,TA,TA,Y,New,Partial,Burbuja
807.0,80.0,75.0,9750.0,5.0,5.0,1967.0,1967.0,0.0,400.0,0.0,100.0,980.0,980.0,0.0,0.0,980.0,0.0,0.0,2.0,0.0,3.0,1.0,6.0,0.0,1967.0,1.0,384.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2006.0,135500.0,39.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,TA,TA,Av,ALQ,Rec,GasA,Gd,Y,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Y,WD,Normal,Crisis
808.0,70.0,71.43704646245253,21384.0,5.0,6.0,1923.0,2004.0,0.0,1309.0,0.0,15.0,1324.0,1072.0,504.0,0.0,1576.0,2.0,0.0,1.0,1.0,3.0,1.0,6.0,1.0,1923.0,2.0,528.0,0.0,39.34501716486587,0.0,0.0,0.0,0.0,0.0,5.0,2009.0,223500.0,5.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD,Normal,Burbuja
809.0,80.0,85.0,13400.0,5.0,5.0,1966.0,1966.0,87.21841938232683,516.0,0.0,380.0,1024.0,1086.0,0.0,0.0,1086.0,1.0,0.0,1.0,0.0,3.0,1.0,6.0,1.0,1966.0,2.0,484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2006.0,159950.0,40.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,Av,ALQ,BLQ,GasA,TA,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,WD,Normal,Crisis
810.0,75.0,90.0,8100.0,5.0,5.0,1898.0,1965.0,0.0,0.0,0.0,849.0,849.0,1075.0,1063.0,0.0,2138.0,0.0,0.0,2.0,0.0,2.0,3.0,11.0,0.0,1910.0,2.0,360.0,40.0,156.0,0.0,0.0,0.0,0.0,0.0,11.0,2009.0,106000.0,44.0,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,Hip,CompShg,AsbShng,AsbShng,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,TA,N,FuseA,TA,Typ,Detchd,Unf,Fa,Po,N,WD,Normal,Burbuja
811.0,20.0,78.0,10140.0,6.0,6.0,1974.0,1999.0,99.0,663.0,0.0,0.0,1040.0,1309.0,0.0,0.0,1309.0,1.0,0.0,1.0,1.0,3.0,1.0,5.0,1.0,1974.0,2.0,484.0,265.0,0.0,0.0,0.0,0.0,648.0,0.0,1.0,2006.0,181000.0,7.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,LwQ,GasA,Fa,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD,Normal,Crisis
812.0,120.0,52.5033644171173,4438.0,6.0,5.0,2004.0,2004.0,169.0,662.0,0.0,186.0,848.0,848.0,0.0,0.0,848.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,2004.0,2.0,420.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,144500.0,4.0,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Y,ConLD,Normal,Burbuja
813.0,20.0,66.0,8712.0,5.0,5.0,1952.0,1952.0,0.0,0.0,0.0,540.0,540.0,1044.0,0.0,0.0,1044.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,0.0,1952.0,2.0,504.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,6.0,2010.0,55993.0,58.0,C,Grvl,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,Fa,TA,CBlock,TA,TA,Av,Unf,Unf,GasA,TA,N,FuseA,Fa,Typ,Basment,Unf,TA,TA,N,WD,Alloca,Burbuja
814.0,20.0,75.0,9750.0,6.0,6.0,1958.0,1958.0,243.0,608.0,0.0,834.0,1442.0,1442.0,0.0,0.0,1442.0,0.0,0.0,1.0,1.0,4.0,1.0,7.0,0.0,1958.0,1.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,4.0,2007.0,157900.0,49.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,COD,Normal,Crisis
815.0,50.0,45.0,8248.0,5.0,7.0,1918.0,1950.0,0.0,0.0,0.0,686.0,686.0,686.0,564.0,0.0,1250.0,0.0,1.0,1.0,1.0,3.0,1.0,7.0,0.0,1955.0,1.0,280.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,116000.0,56.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Stucco,Stucco,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasW,Gd,Y,SBrkr,Fa,Typ,Detchd,Unf,TA,TA,P,WD,Normal,Crisis
816.0,20.0,48.0,12137.0,7.0,5.0,1998.0,1998.0,68.08636466634289,0.0,0.0,1649.0,1649.0,1661.0,0.0,0.0,1661.0,0.0,0.0,2.0,0.0,3.0,1.0,6.0,0.0,1998.0,2.0,598.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,224900.0,12.0,RL,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD,Normal,Burbuja
817.0,20.0,66.97094407599549,11425.0,5.0,6.0,1954.0,1954.0,0.0,486.0,0.0,522.0,1008.0,1008.0,0.0,0.0,1008.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,1.0,1954.0,1.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,137000.0,52.0,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,BrkFace,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,WD,Normal,Crisis
818.0,20.0,82.1891574252769,13265.0,8.0,5.0,2002.0,2002.0,148.0,1218.0,0.0,350.0,1568.0,1689.0,0.0,0.0,1689.0,1.0,0.0,2.0,0.0,3.0,1.0,7.0,2.0,2002.0,3.0,857.0,150.0,59.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,271000.0,6.0,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,Hip,CompShg,CemntBd,CmentBd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD,Normal,Burbuja
819.0,80.0,80.0,8816.0,6.0,7.0,1971.0,1971.0,80.0,504.0,0.0,506.0,1010.0,1052.0,0.0,0.0,1052.0,1.0,0.0,1.0,0.0,3.0,1.0,6.0,0.0,1971.0,2.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2010.0,155000.0,39.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,Av,GLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,WD,Normal,Burbuja
820.0,120.0,44.0,6371.0,7.0,5.0,2009.0,2010.0,128.0,733.0,0.0,625.0,1358.0,1358.0,0.0,0.0,1358.0,1.0,0.0,2.0,0.0,2.0,1.0,6.0,1.0,2010.0,2.0,484.0,192.0,35.0,0.0,0.0,0.0,0.0,0.0,6.0,2010.0,224000.0,0.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,New,Partial,Burbuja
821.0,60.0,72.0,7226.0,7.0,5.0,2003.0,2003.0,0.0,0.0,0.0,798.0,798.0,798.0,842.0,0.0,1640.0,0.0,0.0,2.0,1.0,3.0,1.0,6.0,0.0,2003.0,2.0,595.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,183000.0,5.0,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD,Normal,Burbuja
822.0,20.0,60.0,6000.0,4.0,4.0,1953.0,1953.0,0.0,0.0,0.0,936.0,936.0,936.0,0.0,0.0,936.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,0.0,1974.0,2.0,576.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,2.0,2009.0,93000.0,56.0,RM,Pave,Reg,Bnk,AllPub,Inside,Mod,OldTown,Norm,Norm,2fmCon,1Story,Gable,CompShg,MetalSd,MetalSd,None,Fa,TA,CBlock,Fa,TA,No,Unf,Unf,GasA,TA,N,SBrkr,TA,Min2,Detchd,Unf,TA,TA,Y,WD,Normal,Burbuja
823.0,60.0,67.18944520710194,12394.0,7.0,5.0,2003.0,2003.0,0.0,0.0,0.0,847.0,847.0,847.0,886.0,0.0,1733.0,0.0,0.0,2.0,1.0,3.0,1.0,7.0,1.0,2003.0,2.0,433.0,100.0,48.0,0.0,0.0,0.0,0.0,0.0,10.0,2007.0,225000.0,4.0,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Gd,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,BuiltIn,Fin,TA,TA,Y,WD,Family,Crisis
824.0,50.0,60.0,9900.0,6.0,7.0,1940.0,1950.0,0.0,0.0,0.0,778.0,778.0,944.0,545.0,0.0,1489.0,0.0,0.0,2.0,0.0,3.0,1.0,7.0,1.0,1940.0,1.0,240.0,335.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,139500.0,59.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Y,WD,Normal,Burbuja
825.0,20.0,81.0,11216.0,8.0,5.0,2006.0,2006.0,0.0,0.0,0.0,1489.0,1489.0,1489.0,0.0,0.0,1489.0,0.0,0.0,2.0,0.0,3.0,1.0,7.0,1.0,2006.0,2.0,776.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,6.0,2006.0,232600.0,0.0,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,Gd,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,New,Partial,Crisis
826.0,20.0,86.4824564593325,14803.0,10.0,5.0,2007.0,2008.0,194.3373240539804,1636.0,0.0,442.0,2073.0164146012703,2084.0,0.0,0.0,2084.0,1.0,0.0,2.0,0.0,2.0,1.0,7.0,1.0,2007.0,3.0,839.4808680528779,188.0,45.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,385000.0,0.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,PosN,1Fam,1Story,Hip,CompShg,CemntBd,CmentBd,BrkFace,Ex,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Attchd,Fin,TA,TA,Y,New,Partial,Burbuja
827.0,45.0,50.0,6130.0,5.0,6.0,1924.0,1950.0,0.0,784.0,0.0,0.0,784.0,784.0,0.0,0.0,784.0,1.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,1926.8481453742575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2008.0,109500.0,58.0,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Attchd,Unf,TA,TA,Y,WD,Normal,Burbuja
828.0,20.0,65.0,8529.0,7.0,5.0,2001.0,2001.0,0.0,20.0,0.0,1434.0,1454.0,1434.0,0.0,0.0,1434.0,0.0,0.0,2.0,0.0,3.0,1.0,6.0,1.0,2001.0,2.0,527.0,290.0,39.0,0.0,0.0,0.0,0.0,0.0,4.0,2009.0,189000.0,8.0,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD,Normal,Burbuja
829.0,60.0,86.91913215736531,28698.0,5.0,5.0,1967.0,1967.0,0.0,249.0,0.0,0.0,1013.0,1160.0,966.0,0.0,2126.0,0.0,1.0,2.0,1.0,3.0,1.0,7.0,0.0,1967.0,2.0,538.0,88.57722866852146,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,185000.0,42.0,RL,Pave,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,2Story,Flat,Tar&Grv,Plywood,Plywood,None,TA,TA,PConc,TA,Gd,Gd,LwQ,ALQ,GasA,TA,Y,SBrkr,TA,Min2,Attchd,Fin,TA,TA,Y,WD,Abnorml,Burbuja
830.0,160.0,47.03878809792987,2544.0,7.0,5.0,2005.0,2005.0,0.0,0.0,0.0,600.0,600.0,520.0,623.0,0.0,1223.0,0.0,0.0,2.0,1.0,2.0,1.0,4.0,0.0,2005.0,2.0,480.0,0.0,166.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,147400.0,1.0,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Detchd,RFn,TA,TA,Y,WD,Normal,Crisis
831.0,20.0,80.0,11900.0,6.0,5.0,1957.0,1957.0,387.0,1040.0,0.0,352.0,1392.0,1392.0,0.0,0.0,1392.0,1.0,0.0,1.0,1.0,3.0,1.0,6.0,2.0,1957.0,2.0,458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,166000.0,51.0,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,FuseA,TA,Typ,Attchd,RFn,TA,TA,Y,WD,Normal,Burbuja
832.0,160.0,30.0,3180.0,7.0,5.0,2005.0,2005.0,0.0,0.0,0.0,600.0,600.0,520.0,600.0,0.0,1200.0,0.0,0.0,2.0,1.0,2.0,1.0,4.0,0.0,2005.0,2.0,480.0,0.0,166.0,0.0,0.0,0.0,0.0,0.0,6.0,2006.0,151000.0,1.0,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Detchd,RFn,TA,TA,Y,WD,Normal,Crisis
833.0,60.0,44.0,9548.0,7.0,6.0,2003.0,2003.0,223.0,483.0,0.0,458.0,941.0,941.0,888.0,0.0,1829.0,1.0,0.0,2.0,1.0,3.0,1.0,7.0,1.0,2003.0,2.0,613.0,192.0,39.0,0.0,0.0,0.0,0.0,0.0,1.0,2010.0,237000.0,7.0,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Y,WD,Normal,Burbuja
834.0,20.0,100.0,10004.0,6.0,6.0,1964.0,1964.0,180.0,196.0,0.0,975.0,1516.0,1516.0,0.0,0.0,1516.0,0.0,0.0,1.0,1.0,3.0,1.0,6.0,0.0,1964.0,2.0,472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2009.0,167000.0,45.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,BLQ,GasA,TA,Y,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Y,WD,Normal,Burbuja
835.0,20.0,75.0,7875.0,5.0,6.0,1961.0,1961.0,136.0,572.0,0.0,572.0,1144.0,1144.0,0.0,0.0,1144.0,1.0,0.0,1.0,0.0,3.0,1.0,6.0,0.0,1961.0,2.0,456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2008.0,139950.0,47.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Y,WD,Normal,Burbuja
836.0,20.0,60.0,9600.0,4.0,7.0,1950.0,1995.0,0.0,442.0,0.0,625.0,1067.0,1067.0,0.0,0.0,1067.0,0.0,0.0,2.0,0.0,2.0,1.0,4.0,0.0,1996.0,2.0,436.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2010.0,128000.0,15.0,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,HdBoard,None,TA,TA,CBlock,Gd,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,Gd,Min2,Attchd,Unf,TA,TA,Y,WD,Normal,Burbuja
837.0,30.0,90.0,8100.0,5.0,6.0,1948.0,1973.0,0.0,338.0,0.0,1221.0,1559.0,1559.0,0.0,0.0,1559.0,1.0,0.0,1.0,0.0,2.0,1.0,5.0,0.0,1948.0,2.0,812.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,6.0,2007.0,153500.0,34.0,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,BrkTil,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,TA,Min2,Detchd,Unf,TA,TA,Y,COD,Normal,Crisis
