"Id","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition"
302,1,4,1,"Gd",9,"Typ",1,"TA","BuiltIn",1998,"Fin",2,683,"TA","TA","Y",208,50,0,0,0,0,NA,NA,NA,0,5,2007,"WD","Normal"
303,0,3,1,"Gd",6,"Typ",1,"TA","Attchd",2001,"RFn",3,843,"TA","TA","Y",468,81,0,0,0,0,NA,NA,NA,0,1,2006,"WD","Normal"
304,0,3,1,"TA",5,"Typ",0,NA,"Attchd",1975,"Unf",2,552,"TA","TA","Y",256,0,0,0,0,0,NA,"GdWo",NA,0,7,2006,"WD","Abnorml"
305,0,3,1,"Gd",10,"Typ",1,"Ex","Attchd",2003,"Unf",3,870,"TA","TA","Y",302,0,0,0,0,0,NA,NA,NA,0,5,2008,"WD","Normal"
306,0,3,1,"Gd",8,"Typ",0,NA,"Attchd",2004,"Fin",3,888,"TA","TA","Y",168,0,0,0,0,0,NA,NA,NA,0,7,2007,"WD","Normal"
307,1,4,1,"Gd",8,"Typ",1,"TA","Attchd",1990,"RFn",3,746,"TA","TA","Y",127,44,224,0,0,0,NA,NA,NA,0,6,2007,"WD","Normal"
308,0,3,1,"Fa",6,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"N",0,144,0,0,0,0,NA,"MnPrv",NA,0,3,2008,"WD","Normal"
309,0,1,1,"TA",4,"Typ",0,NA,"Detchd",1961,"Unf",2,539,"TA","TA","Y",158,0,0,0,0,0,NA,NA,NA,0,3,2009,"WD","Normal"
310,0,3,1,"Ex",8,"Typ",3,"Ex","Attchd",2003,"Fin",3,708,"TA","TA","Y",208,175,0,0,0,0,NA,NA,NA,0,11,2006,"WD","Normal"
311,1,3,1,"Gd",6,"Typ",1,"TA","Attchd",1993,"Fin",2,420,"TA","TA","Y",190,63,0,0,0,0,NA,NA,NA,0,5,2006,"WD","Normal"
312,0,2,1,"TA",5,"Typ",1,"Gd","Detchd",1948,"Unf",1,240,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,5,2009,"WD","Normal"
313,0,3,1,"TA",5,"Typ",1,"Gd","Detchd",1939,"Unf",2,410,"TA","TA","Y",0,0,0,0,271,0,NA,"MnPrv",NA,0,5,2006,"WD","Normal"
314,0,3,1,"TA",8,"Typ",2,"Gd","Attchd",1965,"RFn",2,513,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,6,2009,"WD","Normal"
315,1,3,1,"Ex",6,"Typ",1,"Gd","Detchd",1925,"Unf",2,546,"Fa","TA","Y",0,0,234,0,0,0,NA,NA,NA,0,8,2006,"WD","Normal"
316,1,3,1,"Gd",6,"Typ",1,"Gd","Attchd",2004,"Fin",2,432,"TA","TA","Y",100,51,0,0,0,0,NA,NA,NA,0,7,2009,"WD","Normal"
317,1,4,1,"Ex",10,"Typ",1,"TA","Attchd",1983,"RFn",2,484,"TA","TA","Y",288,195,0,0,0,0,NA,"GdPrv",NA,0,8,2009,"WD","Normal"
318,1,3,1,"Gd",8,"Typ",1,"Gd","Attchd",2006,"RFn",3,1025,"TA","TA","Y",208,46,0,0,0,0,NA,NA,NA,0,12,2007,"WD","Normal"
319,1,4,1,"Gd",9,"Typ",1,"TA","Attchd",1993,"RFn",3,656,"TA","TA","Y",340,60,144,0,0,0,NA,NA,NA,0,4,2009,"WD","Normal"
320,0,3,1,"TA",6,"Typ",2,"TA","Attchd",1980,"Unf",2,588,"TA","TA","Y",233,48,0,0,0,0,NA,NA,NA,0,6,2009,"WD","Normal"
321,1,4,1,"Gd",9,"Typ",0,NA,"Attchd",2006,"RFn",3,840,"TA","TA","Y",240,154,0,0,0,0,NA,NA,NA,0,9,2006,"New","Partial"
322,1,4,1,"Gd",10,"Typ",1,"Gd","BuiltIn",2004,"Fin",3,872,"TA","TA","Y",184,154,0,0,0,0,NA,NA,NA,0,6,2007,"WD","Normal"
323,1,4,1,"Gd",8,"Typ",1,"TA","Attchd",1987,"Fin",2,576,"TA","TA","Y",201,96,0,0,0,0,NA,"MnPrv",NA,0,8,2007,"WD","Normal"
324,0,3,1,"TA",6,"Typ",0,NA,"Attchd",1955,"Unf",1,220,"Fa","TA","Y",142,98,0,0,0,0,NA,NA,NA,0,7,2006,"WD","Normal"
325,1,5,1,"Gd",11,"Typ",1,"Gd","BuiltIn",1961,"Fin",2,564,"TA","TA","Y",240,0,0,0,0,0,NA,NA,NA,0,6,2010,"WD","Normal"
326,0,2,1,"TA",5,"Typ",0,NA,"Detchd",1941,"Unf",2,360,"TA","TA","Y",0,0,244,0,0,0,NA,NA,NA,0,12,2007,"WD","Normal"
327,1,1,1,"Gd",6,"Typ",2,"Gd","Attchd",1993,"Fin",2,473,"TA","TA","Y",122,30,0,0,0,0,NA,NA,NA,0,5,2008,"Con","Normal"
328,1,3,1,"TA",7,"Typ",0,NA,"Attchd",1960,"RFn",1,292,"TA","TA","Y",0,45,0,0,0,0,NA,NA,NA,0,4,2006,"WD","Normal"
329,0,5,1,"Gd",10,"Typ",0,NA,"Detchd",1930,"Unf",2,441,"TA","TA","Y",0,60,268,0,0,0,NA,NA,NA,0,7,2009,"WD","Normal"
330,0,3,1,"TA",6,"Typ",0,NA,"Detchd",1920,"Unf",1,189,"Fa","Fa","N",0,0,137,0,0,0,NA,"GdWo",NA,0,7,2009,"WD","Normal"
331,0,6,2,"TA",10,"Typ",0,NA,"Detchd",2002,"Unf",1,352,"TA","TA","Y",155,0,0,0,0,0,NA,NA,NA,0,11,2007,"WD","Normal"
332,0,3,1,"TA",6,"Typ",0,NA,"Attchd",1958,"RFn",1,308,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,8,2007,"WD","Normal"
333,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2003,"RFn",3,880,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,10,2009,"WD","Normal"
334,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2004,"RFn",2,484,"TA","TA","Y",192,30,0,0,0,0,NA,NA,NA,0,7,2008,"WD","Normal"
335,1,3,1,"TA",7,"Typ",2,"TA","Attchd",1998,"Fin",2,472,"TA","TA","Y",100,38,0,0,0,0,NA,NA,NA,0,7,2008,"WD","Normal"
336,0,3,1,"TA",7,"Typ",2,"Gd","Attchd",1965,"Fin",2,529,"TA","TA","Y",670,0,0,0,0,0,NA,NA,"Shed",700,8,2008,"WD","Normal"
337,0,3,1,"Gd",8,"Typ",1,"Gd","Attchd",2005,"Fin",3,676,"TA","TA","Y",178,51,0,0,0,0,NA,NA,NA,0,7,2007,"WD","Normal"
338,0,3,1,"Gd",7,"Typ",0,NA,"Attchd",2002,"RFn",2,532,"TA","TA","Y",192,74,0,0,0,0,NA,NA,NA,0,12,2008,"WD","Normal"
339,0,3,1,"Gd",8,"Typ",0,NA,"Attchd",1984,"RFn",2,440,"TA","TA","Y",108,45,0,0,0,0,NA,NA,"Shed",400,5,2006,"WD","Normal"
340,0,3,1,"TA",6,"Typ",0,NA,"Attchd",1958,"Unf",1,297,"TA","TA","Y",0,0,0,0,234,0,NA,NA,NA,0,6,2009,"WD","Normal"
341,1,4,1,"Gd",9,"Typ",0,NA,"Attchd",2002,"Fin",2,431,"TA","TA","Y",135,0,0,0,0,0,NA,NA,NA,0,4,2010,"WD","Normal"
342,0,2,1,"TA",4,"Typ",0,NA,"CarPort",1950,"Unf",1,294,"TA","TA","N",250,0,24,0,0,0,NA,NA,NA,0,9,2009,"WD","Normal"
343,0,2,2,"TA",6,"Typ",0,NA,"Detchd",1949,"Unf",2,400,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,5,2006,"WD","Normal"
344,0,2,1,"Ex",6,"Typ",1,"Ex","Attchd",2005,"RFn",2,564,"TA","TA","Y",495,72,0,0,0,0,NA,NA,NA,0,7,2008,"WD","Normal"
345,1,3,1,"TA",4,"Typ",0,NA,"Attchd",1976,"Unf",1,336,"TA","TA","Y",182,0,0,0,0,0,NA,NA,NA,0,4,2010,"WD","Normal"
346,0,3,1,"Fa",6,"Typ",1,"Gd","Detchd",1939,"Unf",1,312,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,10,2006,"WD","Normal"
347,0,2,1,"TA",5,"Typ",0,NA,"Attchd",1960,"RFn",1,301,"TA","TA","Y",0,0,0,0,0,0,NA,NA,"Gar2",15500,4,2007,"WD","Normal"
348,0,3,1,"TA",6,"Typ",2,"Gd","Attchd",1960,"Unf",2,498,"TA","TA","Y",0,40,0,0,0,0,NA,NA,NA,0,12,2009,"WD","Normal"
349,1,2,1,"Gd",6,"Typ",0,NA,"BuiltIn",2003,"RFn",2,474,"TA","TA","Y",0,27,0,0,0,0,NA,NA,NA,0,10,2008,"WD","Normal"
350,1,4,1,"Ex",10,"Typ",2,"Ex","Attchd",2006,"Fin",3,706,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,4,2006,"New","Partial"
351,0,2,1,"Ex",6,"Typ",1,"Gd","Attchd",2007,"RFn",2,617,"TA","TA","Y",210,54,0,0,0,0,NA,NA,NA,0,12,2007,"New","Partial"
352,1,2,1,"Gd",6,"Typ",1,"TA","Attchd",1986,"RFn",2,445,"TA","TA","Y",0,80,0,0,184,0,NA,NA,NA,0,12,2006,"WD","Abnorml"
353,0,3,1,"TA",5,"Typ",0,NA,"Detchd",1941,"Unf",1,200,"TA","Fa","Y",48,0,0,0,0,0,NA,NA,NA,0,3,2008,"ConLw","Normal"
354,0,2,1,"TA",5,"Typ",0,NA,"Detchd",2005,"Unf",2,484,"TA","TA","Y",106,0,0,0,0,0,NA,NA,NA,0,5,2010,"WD","Normal"
355,0,2,1,"TA",6,"Typ",2,"Gd","Attchd",1940,"Unf",1,240,"TA","TA","Y",0,0,108,0,0,0,NA,NA,NA,0,6,2006,"WD","Normal"
356,0,3,1,"Gd",6,"Typ",0,NA,"Attchd",1995,"RFn",2,521,"TA","TA","Y",0,26,0,0,0,0,NA,NA,NA,0,8,2007,"WD","Normal"
357,0,3,1,"Gd",6,"Typ",0,NA,"Attchd",1992,"RFn",2,400,"TA","TA","Y",120,26,0,0,0,0,NA,NA,NA,0,7,2009,"WD","Normal"
358,1,3,1,"TA",6,"Typ",1,"Po","Attchd",1976,"Fin",2,528,"TA","TA","Y",536,90,0,0,0,0,NA,"MnPrv",NA,0,8,2007,"WD","Normal"
359,0,3,1,"Gd",6,"Min2",0,NA,"BuiltIn",1958,"Unf",1,288,"TA","TA","Y",168,0,294,0,0,0,NA,NA,NA,0,7,2006,"WD","Abnorml"
360,1,3,1,"Gd",7,"Typ",1,"TA","Attchd",1998,"RFn",2,592,"TA","TA","Y",208,75,0,0,374,0,NA,NA,NA,0,6,2006,"WD","Normal"
361,0,2,1,"TA",5,"Typ",1,"TA","Attchd",1978,"RFn",2,470,"TA","TA","Y",0,0,0,0,192,0,NA,"MnPrv",NA,0,6,2007,"WD","Normal"
362,0,3,1,"TA",8,"Typ",0,NA,"Detchd",1940,"Unf",1,240,"TA","TA","N",0,0,0,0,0,0,NA,NA,NA,0,7,2008,"WD","Normal"
363,0,4,1,"Gd",7,"Typ",1,"Ex","BuiltIn",2003,"RFn",2,672,"TA","TA","Y",0,0,177,0,0,0,NA,NA,NA,0,7,2009,"ConLD","Normal"
364,1,2,1,"Gd",5,"Typ",0,NA,"Detchd",1972,"Unf",1,264,"TA","TA","Y",250,0,0,0,0,0,NA,NA,NA,0,5,2009,"WD","Normal"
365,1,3,1,"TA",6,"Typ",1,"TA","Attchd",1976,"Fin",2,566,"TA","TA","Y",306,111,0,0,0,0,NA,NA,NA,0,7,2006,"WD","Normal"
366,0,3,1,"TA",6,"Typ",0,NA,"Detchd",1964,"Unf",1,468,"TA","Fa","Y",0,128,218,0,0,0,NA,NA,NA,0,7,2009,"WD","Normal"
367,1,3,1,"TA",6,"Typ",2,"Gd","Attchd",1963,"RFn",2,514,"TA","TA","Y",0,76,0,0,185,0,NA,NA,NA,0,7,2009,"WD","Normal"
368,0,3,1,"TA",6,"Typ",1,"Gd","Basment",1962,"RFn",1,296,"TA","TA","Y",64,110,0,0,0,0,NA,NA,NA,0,12,2008,"WD","Normal"
369,0,2,1,"TA",7,"Typ",1,"Gd","Attchd",1954,"Fin",1,244,"TA","TA","Y",0,98,0,0,0,0,NA,NA,NA,0,3,2010,"WD","Normal"
370,0,3,1,"Gd",7,"Typ",1,"Gd","Detchd",1997,"Fin",2,576,"TA","TA","Y",364,17,0,0,182,0,NA,NA,NA,0,3,2010,"WD","Normal"
371,1,3,1,"TA",7,"Typ",1,"TA","Attchd",2000,"RFn",2,460,"TA","TA","Y",100,40,0,0,0,0,NA,NA,NA,0,1,2006,"WD","Normal"
372,0,4,1,"TA",7,"Min2",1,"Gd","Detchd",1991,"Fin",2,680,"TA","TA","N",0,59,0,0,0,0,NA,NA,NA,0,7,2008,"WD","Normal"
373,0,2,1,"TA",4,"Typ",0,NA,"Attchd",1984,"Unf",1,264,"TA","TA","Y",353,0,0,0,90,0,NA,"MnPrv",NA,0,2,2010,"WD","Normal"
374,0,3,1,"TA",5,"Min2",0,NA,"Attchd",1953,"Unf",1,270,"TA","TA","Y",66,0,0,0,0,0,NA,"GdWo",NA,0,11,2009,"WD","Normal"
375,1,4,1,"Gd",8,"Typ",1,"Gd","BuiltIn",2003,"Fin",2,434,"TA","TA","Y",100,48,0,0,0,0,NA,NA,NA,0,7,2007,"WD","Normal"
376,1,1,1,"Fa",4,"Maj1",0,NA,NA,NA,NA,0,0,NA,NA,"Y",0,0,0,0,0,0,NA,NA,NA,0,3,2009,"WD","Normal"
377,0,2,1,"TA",5,"Typ",0,NA,"Detchd",1998,"Unf",2,576,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,7,2006,"WD","Normal"
378,0,4,1,"Gd",8,"Typ",1,"Gd","Attchd",2004,"RFn",2,610,"TA","TA","Y",159,214,0,0,0,0,NA,NA,NA,0,12,2007,"WD","Normal"
379,1,1,1,"Ex",8,"Typ",1,"Ex","Attchd",2010,"Fin",3,834,"TA","TA","Y",113,0,0,0,0,0,NA,NA,NA,0,6,2010,"New","Partial"
380,1,3,1,"TA",7,"Typ",1,"TA","Attchd",2000,"Fin",2,463,"TA","TA","Y",100,63,0,0,0,0,NA,NA,NA,0,6,2009,"WD","Normal"
381,0,3,1,"Gd",6,"Typ",1,"Gd","Detchd",1924,"Unf",1,308,"TA","TA","Y",0,0,242,0,0,0,NA,NA,NA,0,5,2010,"WD","Normal"
382,0,2,1,"Gd",5,"Typ",1,"Gd","Attchd",2006,"RFn",2,572,"TA","TA","Y",216,121,0,0,0,0,NA,NA,NA,0,8,2006,"New","Partial"
383,1,3,1,"Gd",8,"Typ",0,NA,"Attchd",2006,"RFn",2,639,"TA","TA","Y",144,53,0,0,0,0,NA,NA,NA,0,4,2007,"WD","Normal"
384,0,2,1,"TA",5,"Typ",0,NA,"Detchd",1950,"Unf",2,360,"Fa","Fa","N",0,0,91,0,0,0,NA,NA,NA,0,10,2009,"WD","Normal"
385,1,3,1,"Gd",9,"Typ",2,"Fa","Attchd",1992,"Fin",2,501,"TA","TA","Y",216,231,0,0,0,0,NA,NA,NA,0,6,2007,"WD","Normal"
386,0,2,1,"Gd",6,"Typ",1,"TA","Attchd",2004,"Fin",2,430,"TA","TA","Y",146,20,0,0,144,0,NA,NA,NA,0,4,2010,"WD","Normal"
387,0,5,1,"TA",8,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"N",0,151,0,0,0,0,NA,NA,NA,0,5,2006,"WD","AdjLand"
388,0,3,1,"TA",6,"Typ",1,"Fa","Detchd",1977,"Unf",1,352,"TA","TA","Y",296,0,0,0,0,0,NA,"GdWo",NA,0,10,2009,"WD","Abnorml"
389,0,3,1,"Gd",6,"Typ",0,NA,"Attchd",1999,"RFn",2,577,"TA","TA","Y",120,25,0,0,0,0,NA,NA,NA,0,7,2008,"WD","Normal"
390,1,3,1,"Ex",9,"Typ",1,"Ex","BuiltIn",2008,"Fin",3,846,"TA","TA","Y",196,134,0,0,0,0,NA,NA,NA,0,8,2008,"New","Partial"
391,0,4,1,"TA",7,"Typ",0,NA,"Detchd",1978,"Unf",1,384,"TA","TA","Y",0,130,112,0,0,0,NA,"MnPrv",NA,0,4,2008,"WD","Normal"
392,1,3,1,"Gd",7,"Typ",1,"TA","BuiltIn",2001,"Fin",2,560,"TA","TA","Y",125,192,0,0,0,0,NA,NA,NA,0,6,2009,"WD","Normal"
393,0,3,1,"TA",5,"Typ",0,NA,"Attchd",1959,"RFn",1,294,"TA","TA","Y",0,0,0,0,0,0,NA,"MnPrv","Shed",1200,7,2007,"WD","Normal"
394,0,2,1,"TA",4,"Typ",2,"TA",NA,NA,NA,0,0,NA,NA,"Y",0,0,0,0,0,0,NA,"GdWo",NA,0,4,2006,"WD","Abnorml"
395,0,2,1,"TA",5,"Typ",0,NA,"Detchd",1940,"Unf",1,240,"TA","TA","Y",0,39,0,0,0,0,NA,NA,NA,0,7,2007,"WD","Normal"
396,0,3,1,"TA",6,"Typ",0,NA,"Attchd",1956,"Unf",1,596,"TA","TA","Y",44,0,0,0,0,0,NA,NA,NA,0,6,2010,"WD","Normal"
397,0,2,1,"TA",6,"Typ",0,NA,"Detchd",1985,"RFn",2,600,"TA","TA","Y",215,0,0,0,0,0,NA,NA,NA,0,9,2009,"WD","Normal"
398,0,4,1,"TA",8,"Typ",1,"TA","Attchd",1962,"RFn",1,264,"TA","TA","Y",0,168,0,0,0,0,NA,NA,NA,0,7,2007,"WD","Normal"
399,0,2,1,"TA",6,"Maj2",0,NA,"Detchd",1920,"Unf",1,338,"Po","Po","N",0,0,0,0,0,0,NA,NA,NA,0,11,2007,"WD","Abnorml"
400,0,2,1,"Gd",7,"Typ",0,NA,"Attchd",2007,"Fin",2,438,"TA","TA","Y",0,168,0,0,0,0,NA,NA,NA,0,10,2009,"WD","Normal"
401,1,1,1,"Ex",4,"Typ",2,"Gd","Attchd",1996,"Fin",2,500,"TA","TA","Y",120,30,0,0,224,0,NA,NA,NA,0,12,2008,"WD","Normal"
402,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd",2005,"Fin",2,400,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,7,2006,"New","Partial"
403,0,2,1,"TA",4,"Typ",0,NA,"Detchd",1940,"Unf",1,240,"TA","TA","N",168,0,0,0,0,0,NA,"GdPrv",NA,0,8,2008,"WD","Normal"
404,1,4,1,"Gd",10,"Typ",1,"TA","BuiltIn",1998,"Fin",2,420,"TA","TA","Y",144,123,0,0,0,0,NA,NA,NA,0,7,2006,"WD","Abnorml"
405,1,3,1,"TA",7,"Typ",1,"TA","BuiltIn",1995,"Fin",2,373,"TA","TA","Y",0,40,0,0,0,0,NA,NA,NA,0,5,2007,"WD","Normal"
406,0,3,1,"TA",8,"Min1",1,"TA","Attchd",1993,"Unf",2,490,"TA","TA","Y",120,78,0,0,0,0,NA,"GdWo",NA,0,6,2009,"WD","Normal"
407,0,3,1,"TA",6,"Maj2",0,NA,"Detchd",1936,"Unf",1,240,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,3,2008,"WD","Normal"
408,0,4,1,"TA",8,"Typ",0,NA,"Attchd",1960,"Unf",1,308,"TA","TA","Y",0,0,160,0,0,0,NA,NA,NA,0,3,2008,"WD","Normal"
409,1,3,1,"Gd",9,"Typ",1,"Gd","Attchd",2006,"RFn",3,947,"TA","TA","Y",192,62,0,0,0,0,NA,NA,NA,0,8,2007,"New","Partial"
410,1,3,1,"Ex",8,"Typ",1,"Gd","Attchd",2008,"Fin",3,836,"TA","TA","Y",0,102,0,0,0,0,NA,NA,NA,0,4,2008,"New","Partial"
411,0,3,1,"TA",5,"Mod",0,NA,"Attchd",1958,"Unf",1,350,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,6,2009,"COD","Abnorml"
412,0,3,1,"TA",5,"Typ",0,NA,"Attchd",1955,"Fin",2,572,"TA","TA","Y",264,0,0,0,0,0,NA,NA,NA,0,1,2006,"WD","Normal"
413,1,2,1,"Gd",7,"Typ",1,"Gd","Attchd",2009,"Fin",2,484,"TA","TA","Y",0,144,0,0,0,0,NA,NA,NA,0,6,2010,"New","Partial"
414,0,2,1,"TA",5,"Typ",1,"Gd","Detchd",1927,"Unf",2,360,"TA","TA","Y",0,0,130,0,0,0,NA,NA,NA,0,3,2010,"WD","Normal"
415,1,3,1,"Gd",9,"Typ",1,"TA","Attchd",1993,"Unf",3,678,"TA","TA","Y",196,187,0,0,0,0,NA,NA,NA,0,12,2008,"WD","Normal"
416,0,3,1,"Gd",6,"Typ",0,NA,"Attchd",2007,"Fin",2,396,"TA","TA","Y",100,30,0,0,0,0,NA,NA,NA,0,8,2007,"New","Partial"
417,1,3,1,"TA",6,"Typ",1,"TA","Attchd",1978,"Fin",2,440,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,3,2006,"WD","Normal"
418,1,4,1,"TA",10,"Typ",1,"Gd","Detchd",1918,"Unf",3,864,"TA","TA","N",0,0,0,0,0,0,NA,NA,NA,0,11,2007,"WD","Normal"
419,1,3,1,"TA",7,"Typ",0,NA,"Detchd",1940,"Unf",1,240,"TA","TA","P",0,0,0,0,0,0,NA,NA,NA,0,4,2007,"WD","AdjLand"
420,0,3,1,"TA",6,"Typ",1,"Fa","Attchd",1968,"Unf",1,304,"TA","TA","Y",0,85,184,0,0,0,NA,NA,NA,0,7,2010,"WD","Normal"
421,0,2,2,"TA",8,"Typ",0,NA,"Attchd",1997,"Fin",4,784,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,11,2008,"WD","Alloca"
422,0,3,1,"Gd",8,"Typ",1,"TA","Attchd",1977,"Fin",2,529,"TA","TA","Y",240,0,0,0,0,0,NA,NA,NA,0,6,2009,"WD","Normal"
423,0,2,1,"TA",4,"Typ",0,NA,"Attchd",1954,"RFn",2,520,"TA","TA","N",0,0,0,0,0,0,NA,NA,NA,0,2,2008,"WD","Normal"
424,1,4,1,"Gd",8,"Typ",1,"TA","Attchd",1998,"Fin",3,696,"TA","TA","Y",0,66,0,0,0,0,NA,NA,NA,0,6,2008,"WD","Normal"
425,0,2,1,"TA",6,"Typ",1,"Gd","Attchd",1956,"RFn",1,297,"TA","TA","Y",0,44,0,0,0,0,NA,NA,NA,0,5,2008,"WD","Normal"
426,1,3,1,"TA",6,"Typ",2,"Gd","Detchd",1947,"Unf",1,240,"TA","TA","P",0,0,126,0,0,0,NA,NA,NA,0,9,2009,"WD","Normal"
427,0,2,1,"Gd",5,"Typ",1,"TA","Attchd",1989,"Fin",2,569,"TA","TA","Y",80,0,0,0,396,0,NA,NA,NA,0,8,2009,"WD","Normal"
428,0,3,1,"TA",5,"Typ",0,NA,"Detchd",1964,"Unf",1,352,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,7,2008,"WD","Normal"
429,0,2,1,"Gd",6,"Typ",0,NA,"Attchd",2007,"RFn",2,628,"TA","TA","Y",105,54,0,0,0,0,NA,NA,NA,0,9,2007,"New","Partial"
430,0,3,1,"Gd",6,"Typ",1,"TA","Attchd",1988,"Unf",2,576,"TA","TA","Y",0,0,169,0,0,0,NA,NA,NA,0,3,2009,"WD","Normal"
431,1,2,1,"TA",4,"Typ",0,NA,"Detchd",1971,"Unf",1,264,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,7,2008,"COD","Abnorml"
432,0,4,1,"TA",7,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"N",0,98,0,0,0,0,NA,"MnPrv",NA,0,9,2008,"ConLD","Abnorml"
433,1,2,1,"TA",6,"Min1",0,NA,"Detchd",1971,"Unf",2,440,"TA","TA","Y",240,36,0,0,0,0,NA,NA,NA,0,8,2007,"WD","Normal"
434,1,3,1,"TA",7,"Typ",1,"TA","Attchd",1997,"Fin",2,470,"TA","TA","Y",0,36,0,0,0,0,NA,NA,NA,0,7,2008,"WD","Normal"
435,0,1,1,"TA",3,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"Y",88,0,0,0,0,0,NA,NA,NA,0,6,2008,"WD","Normal"
436,1,3,1,"Gd",6,"Typ",1,"TA","Attchd",1996,"RFn",2,550,"TA","TA","Y",158,61,0,0,0,0,NA,NA,NA,0,4,2009,"ConLw","Normal"
437,0,2,1,"TA",6,"Typ",0,NA,"Detchd",1990,"Unf",2,440,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,10,2006,"WD","Normal"
438,0,2,1,"TA",4,"Typ",0,NA,"Detchd",1926,"Unf",1,180,"TA","TA","Y",0,0,105,0,0,0,NA,NA,NA,0,1,2009,"WD","Normal"
439,0,2,1,"Gd",4,"Typ",1,"Gd","Detchd",1990,"Unf",1,352,"Gd","TA","P",0,0,34,0,0,0,NA,"MnPrv",NA,0,3,2007,"WD","Normal"
440,0,3,1,"Gd",7,"Typ",0,NA,"Detchd",2005,"Unf",2,528,"TA","TA","Y",0,46,0,0,0,0,NA,"GdPrv","Shed",800,8,2009,"ConLI","Normal"
441,0,2,1,"Ex",10,"Typ",2,"Gd","Attchd",2008,"Fin",3,672,"TA","TA","Y",0,72,0,0,170,0,NA,NA,NA,0,4,2009,"WD","Normal"
442,0,4,2,"Fa",8,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"Y",0,0,0,0,0,0,NA,NA,NA,0,9,2008,"WD","Normal"
443,0,3,1,"TA",8,"Typ",1,"Gd","Detchd",1930,"Unf",2,360,"TA","TA","P",0,0,0,0,0,0,NA,NA,NA,0,6,2008,"WD","Normal"
444,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2007,"Fin",3,648,"TA","TA","Y",144,16,0,0,0,0,NA,NA,NA,0,6,2007,"New","Partial"
445,1,4,1,"Gd",8,"Typ",1,"TA","Attchd",1994,"Unf",2,493,"TA","TA","Y",144,133,0,0,0,0,NA,NA,NA,0,7,2008,"WD","Normal"
446,0,3,1,"TA",7,"Typ",1,"Gd","Attchd",1956,"Unf",2,480,"TA","TA","Y",0,0,0,0,0,0,NA,"MnPrv",NA,0,11,2009,"COD","Normal"
447,1,2,1,"Gd",6,"Mod",1,"Gd","Attchd",1966,"Fin",2,578,"TA","TA","Y",0,0,0,0,0,0,NA,NA,NA,0,6,2010,"WD","Normal"
448,1,4,1,"Gd",10,"Typ",1,"TA","Attchd",1998,"Fin",2,431,"TA","TA","Y",89,0,0,0,0,0,NA,NA,NA,0,7,2006,"WD","Normal"
449,0,3,1,"TA",7,"Typ",1,"Gd","Detchd",1937,"Unf",1,198,"TA","TA","N",0,0,0,0,0,0,NA,NA,NA,0,6,2006,"WD","Normal"
450,1,2,1,"TA",6,"Typ",0,NA,"Detchd",1981,"Unf",1,308,"TA","TA","Y",0,176,0,0,0,0,NA,NA,NA,0,6,2007,"WD","Normal"
451,0,2,1,"Gd",5,"Typ",0,NA,"Detchd",1932,"Unf",1,270,"Fa","Fa","N",0,113,0,0,0,0,NA,NA,NA,0,6,2006,"WD","Normal"
452,0,2,1,"Gd",5,"Typ",2,"TA","Attchd",1975,"Unf",2,576,"TA","TA","Y",200,54,0,0,0,0,NA,NA,NA,0,12,2006,"WD","Normal"
453,1,3,1,"TA",7,"Typ",0,NA,"Attchd",1996,"Fin",2,422,"TA","TA","Y",144,122,0,0,0,0,NA,NA,NA,0,7,2007,"WD","Normal"
